Genome	Antigen_class	Antigen	Num_data	ID
hg19	DNase-seq	DNase-Seq	1650	ERX306454,ERX306455,ERX306456,ERX306457,ERX306458,ERX306459,SRX012425,SRX012426,SRX015225,SRX015226,SRX015227,SRX015228,SRX018822,SRX018823,SRX026723,SRX026724,SRX026725,SRX026914,SRX026915,SRX026916,SRX026917,SRX026918,SRX026919,SRX026920,SRX026921,SRX026922,SRX026923,SRX026924,SRX026925,SRX026926,SRX026927,SRX027076,SRX027077,SRX027078,SRX027079,SRX027080,SRX027081,SRX027082,SRX027083,SRX027084,SRX027085,SRX027086,SRX027087,SRX027088,SRX027089,SRX027090,SRX027091,SRX027092,SRX027093,SRX037108,SRX037109,SRX037110,SRX037111,SRX037112,SRX037113,SRX037114,SRX037115,SRX037116,SRX037117,SRX037118,SRX037119,SRX040374,SRX040375,SRX040376,SRX040377,SRX040378,SRX040379,SRX040380,SRX040381,SRX040382,SRX040383,SRX040384,SRX040385,SRX040386,SRX040387,SRX040388,SRX040389,SRX040390,SRX040391,SRX040392,SRX040393,SRX040394,SRX040395,SRX040396,SRX040397,SRX040398,SRX040399,SRX040400,SRX040401,SRX040402,SRX040403,SRX040404,SRX040405,SRX040406,SRX040407,SRX040408,SRX040409,SRX040410,SRX040411,SRX040412,SRX040413,SRX040414,SRX040415,SRX040416,SRX055151,SRX055152,SRX055153,SRX055154,SRX055155,SRX055156,SRX055157,SRX055158,SRX055159,SRX055160,SRX055161,SRX055162,SRX055163,SRX055164,SRX055165,SRX055166,SRX055167,SRX055168,SRX055169,SRX055170,SRX055171,SRX055172,SRX055173,SRX055174,SRX055175,SRX055176,SRX055177,SRX055178,SRX055179,SRX055180,SRX055181,SRX055182,SRX055183,SRX055184,SRX055185,SRX055186,SRX055187,SRX055188,SRX055189,SRX055190,SRX055191,SRX055192,SRX055193,SRX055194,SRX055195,SRX055196,SRX055197,SRX055198,SRX055199,SRX055200,SRX055201,SRX055202,SRX055203,SRX055204,SRX055205,SRX062344,SRX062345,SRX062346,SRX062347,SRX062364,SRX062365,SRX062366,SRX062367,SRX062368,SRX069084,SRX069085,SRX069086,SRX069087,SRX069088,SRX069089,SRX069090,SRX069091,SRX069092,SRX069093,SRX069094,SRX069095,SRX069096,SRX069097,SRX069098,SRX069099,SRX069100,SRX069101,SRX069102,SRX069103,SRX069104,SRX069105,SRX069106,SRX069107,SRX069108,SRX069109,SRX069110,SRX069111,SRX069112,SRX069113,SRX069114,SRX069115,SRX069116,SRX069117,SRX069118,SRX069119,SRX069120,SRX069121,SRX069122,SRX069123,SRX069124,SRX069125,SRX069126,SRX069127,SRX069128,SRX069129,SRX069130,SRX069131,SRX069132,SRX069133,SRX069134,SRX069135,SRX069136,SRX069137,SRX069138,SRX069139,SRX069140,SRX069141,SRX069142,SRX069143,SRX069144,SRX069145,SRX069146,SRX069147,SRX069148,SRX069149,SRX069150,SRX069151,SRX069152,SRX069153,SRX069154,SRX069155,SRX069156,SRX069157,SRX069158,SRX069159,SRX069160,SRX069161,SRX069162,SRX069163,SRX069164,SRX069165,SRX069166,SRX069167,SRX069168,SRX069169,SRX069170,SRX069171,SRX069172,SRX069173,SRX069174,SRX069175,SRX069176,SRX069177,SRX069178,SRX069179,SRX069180,SRX069181,SRX069182,SRX069183,SRX069184,SRX069185,SRX069186,SRX069187,SRX069188,SRX069189,SRX069190,SRX069191,SRX069192,SRX069193,SRX069194,SRX069195,SRX069196,SRX069197,SRX069198,SRX069199,SRX069200,SRX069201,SRX069202,SRX069203,SRX069204,SRX069205,SRX069206,SRX069207,SRX069208,SRX069209,SRX069210,SRX069211,SRX069212,SRX069213,SRX069214,SRX069215,SRX069216,SRX069217,SRX069218,SRX069219,SRX069220,SRX069221,SRX069222,SRX069223,SRX069224,SRX069225,SRX069226,SRX069227,SRX069228,SRX069229,SRX069230,SRX069231,SRX069232,SRX081373,SRX081374,SRX083226,SRX083227,SRX084350,SRX084351,SRX089240,SRX089241,SRX089242,SRX089243,SRX089244,SRX089245,SRX089246,SRX089247,SRX089248,SRX089249,SRX089250,SRX089251,SRX089252,SRX089253,SRX089254,SRX089255,SRX089256,SRX089257,SRX089258,SRX089259,SRX089260,SRX089261,SRX089262,SRX089263,SRX089264,SRX089265,SRX089266,SRX089267,SRX089268,SRX089269,SRX089270,SRX089271,SRX089272,SRX089273,SRX089274,SRX089275,SRX089276,SRX089277,SRX089278,SRX089279,SRX089280,SRX089281,SRX089282,SRX089283,SRX091575,SRX091576,SRX091577,SRX091578,SRX091579,SRX091580,SRX091581,SRX091582,SRX091583,SRX091584,SRX091585,SRX091586,SRX091587,SRX091588,SRX091589,SRX091590,SRX091591,SRX091592,SRX091593,SRX091594,SRX091595,SRX091596,SRX091597,SRX091598,SRX091599,SRX091600,SRX091601,SRX091602,SRX091603,SRX091604,SRX091605,SRX091606,SRX091607,SRX091608,SRX091609,SRX091610,SRX091611,SRX091612,SRX091613,SRX091614,SRX091615,SRX091616,SRX091617,SRX091618,SRX091619,SRX091620,SRX091621,SRX091622,SRX091623,SRX091624,SRX091625,SRX091626,SRX091627,SRX091628,SRX091629,SRX091630,SRX091631,SRX091632,SRX091633,SRX091634,SRX091635,SRX091636,SRX091637,SRX091638,SRX091639,SRX091640,SRX091641,SRX091642,SRX091643,SRX091644,SRX100886,SRX100887,SRX100888,SRX100889,SRX100890,SRX100891,SRX100892,SRX100893,SRX100894,SRX100895,SRX100896,SRX100898,SRX100899,SRX100900,SRX100902,SRX100903,SRX100904,SRX100905,SRX100906,SRX100907,SRX100908,SRX100909,SRX100910,SRX100911,SRX100912,SRX100913,SRX100914,SRX100915,SRX100916,SRX100917,SRX100918,SRX100919,SRX100920,SRX100954,SRX100955,SRX100956,SRX100957,SRX100958,SRX100959,SRX100960,SRX100961,SRX100962,SRX100963,SRX100964,SRX100965,SRX100966,SRX100967,SRX100968,SRX100969,SRX100970,SRX100971,SRX100972,SRX100973,SRX100974,SRX100975,SRX100976,SRX100977,SRX100978,SRX100979,SRX100980,SRX100981,SRX100982,SRX100983,SRX100984,SRX100985,SRX100986,SRX100987,SRX100988,SRX100989,SRX100990,SRX100991,SRX100992,SRX100993,SRX100994,SRX100995,SRX100996,SRX100997,SRX100998,SRX100999,SRX101000,SRX101001,SRX101002,SRX101003,SRX101004,SRX101005,SRX101006,SRX101007,SRX101008,SRX101009,SRX101010,SRX101011,SRX101012,SRX101013,SRX101014,SRX101015,SRX101016,SRX1092368,SRX1092369,SRX1098179,SRX1098180,SRX1098181,SRX1098182,SRX1098183,SRX1098184,SRX1098185,SRX1098186,SRX1098187,SRX1098188,SRX1098189,SRX1098190,SRX1098191,SRX1098192,SRX1098193,SRX111765,SRX111766,SRX111767,SRX111768,SRX111769,SRX111770,SRX111771,SRX1127530,SRX1127531,SRX1127541,SRX1161152,SRX1161153,SRX1161154,SRX1161155,SRX1161156,SRX1161157,SRX1161158,SRX1161159,SRX1161160,SRX1161161,SRX1161162,SRX1161163,SRX121236,SRX121237,SRX121238,SRX121239,SRX121240,SRX121241,SRX121242,SRX121243,SRX121244,SRX121245,SRX121246,SRX121247,SRX121248,SRX121249,SRX121250,SRX121251,SRX121252,SRX121253,SRX121254,SRX121255,SRX121256,SRX121257,SRX121258,SRX121259,SRX121260,SRX121261,SRX121262,SRX121263,SRX121264,SRX121265,SRX121266,SRX121267,SRX121268,SRX121269,SRX121270,SRX121271,SRX121272,SRX121273,SRX121274,SRX121275,SRX121276,SRX121277,SRX121278,SRX121279,SRX121280,SRX121281,SRX121282,SRX121283,SRX121284,SRX121285,SRX121286,SRX121287,SRX121288,SRX121289,SRX121290,SRX121291,SRX121292,SRX121293,SRX124703,SRX124704,SRX132055,SRX132056,SRX132057,SRX132058,SRX134721,SRX134722,SRX134723,SRX134724,SRX135563,SRX135564,SRX135565,SRX135566,SRX1420083,SRX1420084,SRX1420085,SRX1420086,SRX1420087,SRX1431665,SRX1431666,SRX1431667,SRX1431668,SRX1431669,SRX1431670,SRX1431671,SRX1431672,SRX1431673,SRX1431674,SRX1431675,SRX1431676,SRX1431677,SRX1431678,SRX1431679,SRX1431680,SRX1431681,SRX1431682,SRX1431683,SRX1431684,SRX1431685,SRX1431686,SRX1431687,SRX1431688,SRX1431689,SRX1431690,SRX1431691,SRX1431692,SRX1431693,SRX1431694,SRX1431695,SRX1431696,SRX1431697,SRX1431698,SRX1431699,SRX1431700,SRX1431701,SRX1431702,SRX1440138,SRX1440139,SRX1440140,SRX1440141,SRX1440142,SRX1440143,SRX1440144,SRX1440145,SRX1440146,SRX1440147,SRX148292,SRX148293,SRX1508461,SRX1508462,SRX155906,SRX156141,SRX156142,SRX1568592,SRX1568593,SRX1568594,SRX1568595,SRX1568596,SRX1568597,SRX1583747,SRX1583748,SRX1583749,SRX1583750,SRX1583751,SRX1583752,SRX1690197,SRX1878891,SRX1878892,SRX1878893,SRX1878908,SRX1878909,SRX1878910,SRX1878937,SRX1878938,SRX1878939,SRX1878940,SRX1878941,SRX1878942,SRX1892838,SRX1892839,SRX1892840,SRX1892841,SRX1892842,SRX1892843,SRX1892844,SRX1892845,SRX1892846,SRX1892847,SRX1892848,SRX189386,SRX189387,SRX189388,SRX189389,SRX189390,SRX189391,SRX189392,SRX189393,SRX189394,SRX189395,SRX189396,SRX189397,SRX189398,SRX189399,SRX189400,SRX189401,SRX189402,SRX189403,SRX189404,SRX189405,SRX189406,SRX189407,SRX189408,SRX189409,SRX189410,SRX189411,SRX189412,SRX189413,SRX189414,SRX189415,SRX189416,SRX189417,SRX189418,SRX189419,SRX189420,SRX189421,SRX189422,SRX189423,SRX189424,SRX189425,SRX189426,SRX189427,SRX189428,SRX189429,SRX189430,SRX189431,SRX189432,SRX189433,SRX189732,SRX189733,SRX189734,SRX189735,SRX189736,SRX189737,SRX189738,SRX189739,SRX193580,SRX193581,SRX193582,SRX193583,SRX193584,SRX193585,SRX193586,SRX193587,SRX193588,SRX193589,SRX193590,SRX193591,SRX193592,SRX193593,SRX193594,SRX193595,SRX193596,SRX193597,SRX193598,SRX193599,SRX193600,SRX193601,SRX193602,SRX193603,SRX193604,SRX193605,SRX193606,SRX193607,SRX193608,SRX193609,SRX193610,SRX193611,SRX193612,SRX193613,SRX1960596,SRX1960597,SRX1960598,SRX1960599,SRX1960600,SRX1960601,SRX1998391,SRX1998392,SRX1998393,SRX1998394,SRX1998395,SRX1998396,SRX1998397,SRX1998398,SRX1998399,SRX201193,SRX201194,SRX201195,SRX201196,SRX201197,SRX201198,SRX201249,SRX201250,SRX201251,SRX201252,SRX201253,SRX201254,SRX201255,SRX201256,SRX201257,SRX201258,SRX201259,SRX201260,SRX201261,SRX201262,SRX201263,SRX201264,SRX201265,SRX201266,SRX201267,SRX201268,SRX201269,SRX201270,SRX201271,SRX201272,SRX201273,SRX201274,SRX201275,SRX201276,SRX201277,SRX201278,SRX201279,SRX201280,SRX201281,SRX201282,SRX201283,SRX201284,SRX201285,SRX201286,SRX201287,SRX201288,SRX201289,SRX201290,SRX201291,SRX201292,SRX201293,SRX201294,SRX201295,SRX201296,SRX201297,SRX201298,SRX201299,SRX201300,SRX201301,SRX201302,SRX201303,SRX201304,SRX201305,SRX201793,SRX201794,SRX201795,SRX201796,SRX201797,SRX201798,SRX201799,SRX201800,SRX201801,SRX201802,SRX201803,SRX201804,SRX201805,SRX201806,SRX201807,SRX201808,SRX201809,SRX201810,SRX201811,SRX201812,SRX201813,SRX201814,SRX201815,SRX201816,SRX201817,SRX201818,SRX201819,SRX201820,SRX201821,SRX201822,SRX201823,SRX201824,SRX201825,SRX201826,SRX201827,SRX201828,SRX201829,SRX201830,SRX201831,SRX201832,SRX201833,SRX201834,SRX201835,SRX201836,SRX201837,SRX201838,SRX204362,SRX204363,SRX204402,SRX204403,SRX204404,SRX2105477,SRX2105478,SRX2105479,SRX213515,SRX214040,SRX214041,SRX214042,SRX214043,SRX214044,SRX214045,SRX214046,SRX214047,SRX2156861,SRX2156862,SRX2156893,SRX2156894,SRX2156940,SRX2156941,SRX2187111,SRX2187112,SRX2187113,SRX2187114,SRX2187115,SRX2187116,SRX2236975,SRX2236976,SRX2370571,SRX2370572,SRX2370573,SRX2370574,SRX2370575,SRX2370576,SRX2370577,SRX2370578,SRX2370579,SRX2370580,SRX2370581,SRX2370582,SRX2370583,SRX2370584,SRX2370585,SRX2370586,SRX2370587,SRX2370588,SRX2370589,SRX2370590,SRX2370591,SRX2370592,SRX2370593,SRX2370594,SRX2370595,SRX2370596,SRX2370597,SRX2370598,SRX2370599,SRX2370600,SRX2370601,SRX2370602,SRX2370603,SRX2370604,SRX2370605,SRX2370606,SRX2370607,SRX2370608,SRX2370609,SRX2370610,SRX2370611,SRX2370612,SRX2370613,SRX2370614,SRX2370615,SRX2370616,SRX2370617,SRX2370618,SRX2370619,SRX2370620,SRX2370621,SRX2370622,SRX2370623,SRX2370624,SRX2370625,SRX2370626,SRX2370627,SRX2370628,SRX2370629,SRX2370630,SRX2370631,SRX2370632,SRX2370633,SRX2370634,SRX2370635,SRX2370636,SRX2370639,SRX2370640,SRX2370641,SRX2370642,SRX2370643,SRX2370644,SRX2370645,SRX2370646,SRX2370647,SRX2370651,SRX2370652,SRX2370653,SRX2370654,SRX2370655,SRX2370656,SRX2370657,SRX2370658,SRX2370659,SRX2370660,SRX2370661,SRX2370665,SRX2370666,SRX2370667,SRX2370668,SRX2370669,SRX2370670,SRX2370671,SRX2370672,SRX2370673,SRX2370674,SRX2370675,SRX2370676,SRX2370677,SRX2370678,SRX2370679,SRX2370680,SRX2370681,SRX2370682,SRX2370683,SRX2370684,SRX2370685,SRX2370686,SRX2370687,SRX2370688,SRX2370689,SRX2370690,SRX2370691,SRX2370692,SRX2370693,SRX2370694,SRX2370695,SRX2370696,SRX2370697,SRX2370698,SRX2370699,SRX2370700,SRX2370701,SRX2370702,SRX2370703,SRX2370704,SRX2370705,SRX2370706,SRX2370707,SRX2370708,SRX2370709,SRX2370710,SRX2370711,SRX2370712,SRX2370713,SRX2370714,SRX2370715,SRX2370716,SRX2370717,SRX2370718,SRX2370719,SRX2370720,SRX2370721,SRX2370722,SRX2370723,SRX2370724,SRX2370725,SRX2370726,SRX2370727,SRX2370728,SRX2370729,SRX2370730,SRX2370731,SRX2370732,SRX2370736,SRX2370743,SRX2370744,SRX2370745,SRX2370746,SRX2370747,SRX2370748,SRX2370749,SRX2370750,SRX2370751,SRX2370752,SRX2370753,SRX2370754,SRX2370755,SRX2370756,SRX2370757,SRX2370758,SRX2370759,SRX2370760,SRX2370761,SRX2370762,SRX2370763,SRX2370764,SRX2370765,SRX2370766,SRX2370767,SRX2370768,SRX2370769,SRX2370770,SRX2370771,SRX2370772,SRX2370773,SRX2370774,SRX2370775,SRX2370776,SRX2370777,SRX2370778,SRX2370779,SRX2370780,SRX2370781,SRX2370782,SRX2370783,SRX2370788,SRX2370789,SRX2370790,SRX2370791,SRX2370792,SRX2370793,SRX2370794,SRX2370795,SRX2370796,SRX2370797,SRX2370798,SRX2370801,SRX2370802,SRX2370803,SRX2370804,SRX2370805,SRX2370806,SRX2370807,SRX2370808,SRX2370809,SRX2370810,SRX2370811,SRX2370812,SRX2370813,SRX2370814,SRX2370815,SRX2370816,SRX2370817,SRX2370818,SRX2370819,SRX2370820,SRX2370821,SRX2370822,SRX2370823,SRX2370824,SRX2370825,SRX2370828,SRX2370829,SRX2409777,SRX2409778,SRX2409779,SRX2409780,SRX2409824,SRX2409825,SRX2409826,SRX2409827,SRX2409833,SRX2409834,SRX2409835,SRX2409836,SRX2409889,SRX2409890,SRX2409891,SRX2409892,SRX2409893,SRX2409972,SRX2409973,SRX2409974,SRX2409975,SRX2410098,SRX2410099,SRX2410100,SRX2410101,SRX2410120,SRX2410121,SRX2410122,SRX2410123,SRX2410133,SRX2410134,SRX2410135,SRX2410136,SRX2410214,SRX2410215,SRX2410216,SRX2410217,SRX2410259,SRX2410260,SRX2410261,SRX2410262,SRX2410267,SRX2410268,SRX2410269,SRX2410270,SRX2410271,SRX2410282,SRX2410283,SRX2410284,SRX2410285,SRX2410286,SRX2469622,SRX2469623,SRX2469624,SRX2469625,SRX2469626,SRX2469627,SRX2469628,SRX2469629,SRX2469630,SRX2469631,SRX252602,SRX252603,SRX252604,SRX252605,SRX252606,SRX2547028,SRX2660366,SRX2660367,SRX2660368,SRX2666879,SRX2666880,SRX2666881,SRX2666882,SRX2666883,SRX2666884,SRX2666885,SRX2666886,SRX2666887,SRX2666888,SRX2666889,SRX2666890,SRX2666891,SRX2666892,SRX2666893,SRX2666894,SRX2781203,SRX2781204,SRX2781205,SRX2793568,SRX2793573,SRX2935864,SRX2935865,SRX2935866,SRX2935867,SRX3045160,SRX3045161,SRX3045162,SRX3045163,SRX3045164,SRX3045165,SRX3045166,SRX3045167,SRX3045168,SRX3045169,SRX3285869,SRX3285870,SRX3285871,SRX3285872,SRX342322,SRX342323,SRX342324,SRX342325,SRX342326,SRX342327,SRX342328,SRX342329,SRX342330,SRX3437814,SRX3437815,SRX3437816,SRX345879,SRX345880,SRX345881,SRX345882,SRX3475240,SRX3475241,SRX3475242,SRX3475243,SRX3475244,SRX3475245,SRX3475246,SRX3475247,SRX3475248,SRX3475249,SRX3475250,SRX3475251,SRX3485060,SRX3485061,SRX3485062,SRX3485063,SRX3485064,SRX3485065,SRX3485066,SRX3485067,SRX3485068,SRX3485069,SRX3485070,SRX3485071,SRX3485072,SRX3485073,SRX3485074,SRX3485075,SRX3485076,SRX3485077,SRX3485078,SRX3485079,SRX3485080,SRX3485081,SRX3485082,SRX3485083,SRX3485084,SRX3485085,SRX3485086,SRX3485087,SRX3485088,SRX3485089,SRX3485090,SRX3485091,SRX3485092,SRX3511100,SRX3511101,SRX353766,SRX353767,SRX3606945,SRX3606946,SRX3606947,SRX3606948,SRX3606949,SRX3606950,SRX3606951,SRX3606952,SRX3606953,SRX3606954,SRX3606955,SRX3606956,SRX3606957,SRX3606958,SRX3606959,SRX3606960,SRX3606961,SRX3606962,SRX3606963,SRX3606964,SRX3606965,SRX3606966,SRX3606967,SRX365661,SRX367993,SRX367994,SRX367995,SRX367996,SRX367997,SRX371577,SRX371578,SRX371579,SRX371580,SRX371581,SRX371582,SRX371583,SRX371584,SRX371585,SRX371586,SRX371587,SRX371588,SRX371589,SRX371590,SRX371591,SRX371592,SRX371593,SRX371594,SRX371595,SRX371596,SRX371597,SRX371598,SRX371599,SRX374729,SRX374730,SRX3946884,SRX3946885,SRX3946886,SRX3946887,SRX3946888,SRX3946889,SRX3946890,SRX3946891,SRX3946892,SRX3946893,SRX3946894,SRX3946895,SRX3946896,SRX3946897,SRX3946898,SRX3946899,SRX3946900,SRX3946901,SRX3946902,SRX3946903,SRX4123091,SRX4123092,SRX4123093,SRX4123094,SRX4231394,SRX4231395,SRX4231396,SRX4231397,SRX4231398,SRX4231399,SRX4278332,SRX4278333,SRX4278334,SRX4278335,SRX4278336,SRX4278337,SRX4278338,SRX4278339,SRX4278340,SRX4404882,SRX4404883,SRX4404884,SRX4404885,SRX4404886,SRX4404887,SRX4404888,SRX4404889,SRX4404890,SRX4404891,SRX4404892,SRX4404893,SRX4457260,SRX4457261,SRX4457262,SRX4457263,SRX4457264,SRX4457265,SRX4457266,SRX4457267,SRX469951,SRX469952,SRX469953,SRX469954,SRX469955,SRX469956,SRX480645,SRX480646,SRX480647,SRX480648,SRX481058,SRX481059,SRX5123351,SRX5123352,SRX5123353,SRX5123354,SRX5600558,SRX5600559,SRX5600560,SRX581576,SRX581577,SRX581578,SRX581579,SRX581580,SRX581581,SRX581582,SRX581583,SRX581585,SRX581586,SRX581587,SRX581588,SRX581589,SRX581590,SRX581591,SRX581592,SRX581593,SRX581594,SRX581595,SRX660075,SRX660076,SRX661598,SRX661599,SRX6793389,SRX6793390,SRX6793391,SRX7089173,SRX7089206,SRX7089239,SRX7089244,SRX7089247,SRX7089260,SRX7089332,SRX7089345,SRX7089355,SRX710714,SRX710715,SRX710716,SRX754586,SRX761054,SRX761058,SRX813778,SRX813779,SRX838173,SRX838174,SRX838175,SRX838176,SRX838177,SRX838178,SRX838179,SRX838180,SRX838181,SRX838182,SRX838183,SRX838184,SRX838185,SRX838186,SRX838187,SRX838188,SRX838189,SRX838190,SRX863782,SRX863783,SRX873885,SRX873886,SRX873887,SRX873888,SRX873889,SRX873890,SRX873891,SRX873892,SRX873893,SRX873894,SRX873895,SRX873896,SRX956390,SRX956391,SRX956392,SRX958171,SRX958172,SRX958173,SRX958174,SRX958175,SRX958176,SRX958177,SRX958178,SRX958179,SRX958180,SRX958181,SRX958182,SRX958183,SRX958184,SRX958185,SRX958186,SRX958187,SRX958188,SRX958189,SRX958190,SRX958191,SRX958192,SRX958193,SRX958194,SRX958195,SRX958196,SRX958197,SRX958198,SRX958199,SRX958200,SRX958201,SRX958202,SRX958203,SRX958204,SRX958205,SRX958206,SRX958207,SRX958208,SRX958209,SRX958210,SRX958211,SRX958212,SRX958213,SRX958214,SRX958215,SRX958216,SRX958217
hg19	Histone	CENPA	20	SRX210698,SRX210699,SRX246076,SRX246077,SRX246078,SRX255043,SRX297969,SRX297970,SRX3758816,SRX3758817,SRX3758818,SRX3758821,SRX3758822,SRX3758827,SRX5464940,SRX5464941,SRX5464942,SRX863777,SRX863778,SRX863780
hg19	Histone	H1.0	2	SRX885218,SRX885219
hg19	Histone	H1.2	5	SRX329002,SRX329003,SRX329005,SRX395614,SRX395615
hg19	Histone	H1.4	3	SRX329007,SRX885220,SRX885221
hg19	Histone	H1.4K34ac	1	SRX128130
hg19	Histone	H1B	2	SRX040572,SRX040574
hg19	Histone	H1K85ac	1	SRX3945444
hg19	Histone	H1t	2	SRX1444520,SRX1444522
hg19	Histone	H1.X	1	SRX329006
hg19	Histone	H2	1	SRX032288
hg19	Histone	H2A	3	SRX822006,SRX822007,SRX822008
hg19	Histone	H2ac	2	ERX644390,ERX644393
hg19	Histone	H2AK119Ub	55	SRX113588,SRX156117,SRX156125,SRX1961297,SRX1961298,SRX206840,SRX206841,SRX2566759,SRX2566761,SRX2711494,SRX2711495,SRX2711496,SRX2711497,SRX2900118,SRX2900119,SRX2900120,SRX2900121,SRX3044724,SRX3044726,SRX3044728,SRX3145958,SRX3145961,SRX3145964,SRX3145967,SRX3256866,SRX3410363,SRX3410371,SRX3410380,SRX3410398,SRX3648289,SRX3648290,SRX3648295,SRX3648296,SRX3648301,SRX3648302,SRX3648306,SRX3648307,SRX3648312,SRX3648313,SRX3648317,SRX3648318,SRX456689,SRX5727037,SRX5727038,SRX5727045,SRX5727046,SRX6370199,SRX6370200,SRX879209,SRX879211,SRX879216,SRX879218,SRX879223,SRX879225,SRX879235
hg19	Histone	H2AK120Ub	32	SRX1078849,SRX1078850,SRX1078851,SRX1078852,SRX115872,SRX1823788,SRX1823789,SRX1823790,SRX1823791,SRX1823792,SRX1823793,SRX1823794,SRX1823795,SRX1823796,SRX2268308,SRX2268309,SRX2711498,SRX2711499,SRX2711500,SRX2711501,SRX490438,SRX490439,SRX490440,SRX490441,SRX490442,SRX490443,SRX490444,SRX490445,SRX490446,SRX490447,SRX490448,SRX490449
hg19	Histone	H2AK5ac	3	SRX641872,SRX641943,SRX641979
hg19	Histone	H2AK9ac	4	SRX2781294,SRX2781303,SRX2781313,SRX2781323
hg19	Histone	H2AT120ph	2	SRX1961294,SRX1961295
hg19	Histone	H2Aub	2	SRX206842,SRX206843
hg19	Histone	H2A.X	14	SRX032289,SRX032290,SRX032291,SRX032292,SRX032293,SRX237282,SRX237285,SRX237291,SRX237292,SRX683483,SRX683484,SRX683485,SRX683486,SRX683487
hg19	Histone	H2A.XS139ph	80	ERX177101,ERX2734537,ERX2734538,SRX1122386,SRX1122387,SRX121181,SRX121182,SRX1595739,SRX1595740,SRX1595741,SRX1595751,SRX1595752,SRX237288,SRX2453445,SRX2453455,SRX2935294,SRX2935295,SRX3268807,SRX3268808,SRX3268809,SRX3268810,SRX3268811,SRX3268812,SRX3268813,SRX3268814,SRX3268816,SRX3268818,SRX3268820,SRX3268822,SRX347192,SRX347193,SRX347194,SRX347195,SRX347196,SRX347197,SRX3478256,SRX3478258,SRX3478260,SRX3640571,SRX3640572,SRX3640578,SRX3640579,SRX368983,SRX369063,SRX369064,SRX369065,SRX369066,SRX369067,SRX369068,SRX369069,SRX3925835,SRX3925837,SRX3925838,SRX3925839,SRX3925840,SRX3925841,SRX3925842,SRX3925843,SRX482978,SRX482979,SRX482980,SRX482981,SRX482982,SRX482983,SRX482984,SRX482985,SRX5270651,SRX5270656,SRX5270661,SRX535353,SRX535354,SRX535355,SRX535356,SRX679454,SRX679455,SRX683478,SRX683479,SRX683480,SRX683481,SRX683482
hg19	Histone	H2A.Z	101	ERX2067994,ERX2067995,SRX005144,SRX005154,SRX006758,SRX006759,SRX006761,SRX007043,SRX012392,SRX018501,SRX018502,SRX047079,SRX047080,SRX067497,SRX067511,SRX067517,SRX067518,SRX067525,SRX067537,SRX080045,SRX091995,SRX093181,SRX093187,SRX122669,SRX1304825,SRX1304826,SRX1502206,SRX1502207,SRX1502208,SRX1502209,SRX159088,SRX170350,SRX1734379,SRX1734380,SRX186661,SRX186672,SRX186679,SRX186684,SRX186695,SRX186696,SRX186701,SRX186726,SRX186742,SRX186744,SRX186752,SRX186775,SRX186776,SRX205070,SRX205071,SRX212469,SRX212470,SRX2160036,SRX2320899,SRX2320900,SRX2320907,SRX2320908,SRX2320915,SRX2320916,SRX237283,SRX237286,SRX2379024,SRX2379025,SRX268691,SRX268692,SRX268693,SRX268694,SRX268695,SRX283650,SRX283651,SRX2946120,SRX2946122,SRX3146570,SRX3146571,SRX3146573,SRX3146574,SRX3146576,SRX3146577,SRX3146579,SRX3146580,SRX3182096,SRX3182097,SRX3182098,SRX3182099,SRX4457301,SRX4457302,SRX4457305,SRX4457306,SRX4457307,SRX535413,SRX535414,SRX535423,SRX535424,SRX610758,SRX610766,SRX625659,SRX625665,SRX6605188,SRX6605208,SRX6605209,SRX6605210,SRX755287
hg19	Histone	H2A.Z.1	2	SRX1589756,SRX1589757
hg19	Histone	H2A.Z.2	2	SRX1589758,SRX1589759
hg19	Histone	H2A.Zac	10	SRX080046,SRX3654159,SRX3654160,SRX3654161,SRX3654162,SRX4457303,SRX4457304,SRX4457308,SRX4457309,SRX4457310
hg19	Histone	H2A.ZK4K7K11ac	23	SRX1502210,SRX1502211,SRX1502212,SRX1502213,SRX1502218,SRX1502219,SRX1502220,SRX1502221,SRX2513506,SRX2513507,SRX2513508,SRX2513509,SRX2513510,SRX2513511,SRX2513512,SRX2513513,SRX2513514,SRX2513515,SRX2858548,SRX2858549,SRX2858551,SRX2858552,SRX471216
hg19	Histone	H2B	2	SRX148877,SRX148878
hg19	Histone	H2BK120ac	5	ERX2067983,ERX2067984,SRX641873,SRX641944,SRX641980
hg19	Histone	H2BK120ub1	15	SRX1998166,SRX1998169,SRX1998172,SRX1998175,SRX1998178,SRX1998181,SRX1998184,SRX1998187,SRX1998190,SRX1998193,SRX1998196,SRX1998199,SRX1998202,SRX2499852,SRX2499860
hg19	Histone	H2BK120ub	2	ERX2068022,SRX101482
hg19	Histone	H2BK15ac	3	SRX641874,SRX641945,SRX641981
hg19	Histone	H2BK20ac	1	SRX1219003
hg19	Histone	H2BK5ac	10	SRX2781295,SRX2781304,SRX2781315,SRX2781324,SRX5930153,SRX5930154,SRX641875,SRX641910,SRX641946,SRX641982
hg19	Histone	H2BP1me1	2	SRX671510,SRX671512
hg19	Histone	H2BS112GlcNAc	6	SRX101481,SRX760962,SRX760963,SRX760964,SRX760965,SRX760966
