Genome	Antigen_class	Antigen	Num_data	ID
ce10	DNase-seq	DNase-Seq	94	SRX2710279,SRX2710280,SRX2710281,SRX2710282,SRX2710283,SRX2710284,SRX2710285,SRX2710286,SRX2710287,SRX4085339,SRX4085340,SRX4085341,SRX4085342,SRX4085343,SRX4085344,SRX4085345,SRX4085346,SRX4085347,SRX4085348,SRX4085350,SRX4085351,SRX4085352,SRX4085353,SRX4085356,SRX4085358,SRX4085359,SRX4085360,SRX4085370,SRX4085371,SRX4085372,SRX4085373,SRX4085374,SRX4085375,SRX4085376,SRX4085377,SRX4085378,SRX4085379,SRX4085380,SRX4085381,SRX4085382,SRX4085383,SRX4085384,SRX4085385,SRX4085386,SRX4085387,SRX4085388,SRX4085389,SRX4085390,SRX4085391,SRX4085392,SRX4085393,SRX4085394,SRX4085395,SRX4085397,SRX4085398,SRX4085399,SRX4085400,SRX4085401,SRX4085402,SRX4085403,SRX4085404,SRX4085405,SRX4085406,SRX4085407,SRX4085408,SRX4085409,SRX4085410,SRX4085412,SRX4085413,SRX4085414,SRX4085415,SRX4085416,SRX4085417,SRX4085418,SRX4085419,SRX4085420,SRX4085421,SRX4085424,SRX4085425,SRX4085426,SRX4085427,SRX4085429,SRX4085430,SRX4085431,SRX4085432,SRX4085433,SRX4085434,SRX4085435,SRX4085436,SRX4085438,SRX4085439,SRX4085440,SRX4085441,SRX4085442
ce10	Histone	H3	48	SRX059223,SRX059224,SRX059225,SRX059228,SRX059229,SRX2228869,SRX2228870,SRX2228871,SRX2228872,SRX2965745,SRX2965746,SRX2965747,SRX2965748,SRX3043405,SRX3043406,SRX3043407,SRX3043408,SRX3043409,SRX3043410,SRX3043419,SRX3043420,SRX3583344,SRX3583345,SRX3583346,SRX3583347,SRX3583348,SRX3583349,SRX3583350,SRX3583351,SRX3583352,SRX3583353,SRX5020713,SRX5020714,SRX529208,SRX529209,SRX5729148,SRX5729149,SRX5729150,SRX743646,SRX743647,SRX743648,SRX743649,SRX743650,SRX743651,SRX747297,SRX747298,SRX747299,SRX747300
ce10	Histone	H3ac	4	SRX5020727,SRX5020728,SRX5020729,SRX5020730
ce10	Histone	H3K14ac	2	SRX494858,SRX494859
ce10	Histone	H3K18ac	4	SRX466485,SRX466486,SRX466509,SRX466510
ce10	Histone	H3K23ac	2	SRX466505,SRX466506
ce10	Histone	H3K23me2	2	SRX2249334,SRX2249335
ce10	Histone	H3K27ac	14	SRX466522,SRX5020715,SRX5020716,SRX5020717,SRX5020718,SRX5020719,SRX5020720,SRX5020721,SRX5020794,SRX5020795,SRX5985664,SRX5985666,SRX5985668,SRX5985670
ce10	Histone	H3K27me1	10	SRX466477,SRX466478,SRX466525,SRX466526,SRX5020731,SRX5020732,SRX5020733,SRX5020734,SRX5020735,SRX5020736
ce10	Histone	H3K27me2	6	SRX5020737,SRX5020738,SRX5020739,SRX5020740,SRX5020741,SRX5020742
ce10	Histone	H3K27me3	48	SRX076077,SRX076078,SRX076079,SRX3942556,SRX3942557,SRX3942558,SRX4082370,SRX4082371,SRX4082372,SRX4082373,SRX4082374,SRX4082375,SRX4082376,SRX4082377,SRX4082378,SRX4082379,SRX4082380,SRX4082381,SRX4194193,SRX4194194,SRX4194196,SRX4194197,SRX4194198,SRX4194199,SRX4200528,SRX4200529,SRX4200530,SRX4200531,SRX4419808,SRX4419810,SRX4419822,SRX4419824,SRX4419828,SRX4419830,SRX466481,SRX466482,SRX466537,SRX466538,SRX495039,SRX495040,SRX5402697,SRX5402698,SRX5402699,SRX5402700,SRX5402701,SRX5402702,SRX5402703,SRX5402704
ce10	Histone	H3K36ac	2	SRX466473,SRX466474
ce10	Histone	H3K36me1	6	SRX466493,SRX466494,SRX466545,SRX466546,SRX495027,SRX495028
ce10	Histone	H3K36me2	4	SRX466469,SRX466470,SRX494850,SRX494851
ce10	Histone	H3K36me3	76	SRX063959,SRX094473,SRX094475,SRX2350738,SRX2350739,SRX2350740,SRX2350741,SRX2350742,SRX2350743,SRX2350744,SRX2350745,SRX2350746,SRX2350747,SRX2350748,SRX2350749,SRX2350750,SRX2350751,SRX2350752,SRX2350753,SRX2350754,SRX2350755,SRX2350756,SRX4082358,SRX4082359,SRX4082360,SRX4082361,SRX4082362,SRX4082363,SRX4082364,SRX4082365,SRX4082366,SRX4082367,SRX4082368,SRX4082369,SRX4194200,SRX4194201,SRX4194202,SRX4194203,SRX4194204,SRX4194205,SRX4200532,SRX4200533,SRX4200534,SRX4200535,SRX4419818,SRX4419820,SRX494854,SRX494855,SRX495043,SRX495044,SRX5402705,SRX5402706,SRX5402707,SRX5402708,SRX5402709,SRX5402710,SRX5402711,SRX5402712,SRX5402713,SRX5402714,SRX5402715,SRX5402716,SRX5402717,SRX5402718,SRX5402719,SRX5402720,SRX5402721,SRX5402722,SRX743640,SRX743641,SRX743642,SRX743643,SRX743644,SRX743645,SRX747295,SRX747296
ce10	Histone	H3K4me1	26	SRX4082346,SRX4082347,SRX4082348,SRX4082349,SRX4082350,SRX4082351,SRX4082352,SRX4082353,SRX4082354,SRX4082355,SRX4082356,SRX4082357,SRX494846,SRX494847,SRX495031,SRX495032,SRX5020705,SRX5020706,SRX5020707,SRX5020708,SRX5020709,SRX5020710,SRX5020711,SRX5020712,SRX529228,SRX529229
ce10	Histone	H3K4me2	1	SRX012297
ce10	Histone	H3K4me3	97	SRX027210,SRX027211,SRX059254,SRX059255,SRX059273,SRX059274,SRX063957,SRX1132915,SRX1132918,SRX2035133,SRX2035134,SRX2035136,SRX2035137,SRX2163949,SRX2163950,SRX2228866,SRX2228867,SRX2228868,SRX2370184,SRX2370185,SRX2370186,SRX2965741,SRX2965742,SRX2965743,SRX2965744,SRX3043399,SRX3043400,SRX3043401,SRX3043402,SRX3043403,SRX3043404,SRX3043417,SRX3043418,SRX335103,SRX335104,SRX341788,SRX341789,SRX4082334,SRX4082335,SRX4082336,SRX4082337,SRX4082338,SRX4082339,SRX4082340,SRX4082341,SRX4082342,SRX4082343,SRX4082344,SRX4082345,SRX4107862,SRX4107863,SRX4107864,SRX4107865,SRX4107866,SRX4107867,SRX4200536,SRX4200537,SRX4200538,SRX4200539,SRX4200540,SRX466541,SRX466542,SRX5020695,SRX5020696,SRX5020697,SRX5020698,SRX5020699,SRX5020700,SRX5020701,SRX5020702,SRX5020703,SRX5020704,SRX5020792,SRX5020793,SRX5064640,SRX5402723,SRX5402724,SRX5402725,SRX5402726,SRX5402727,SRX5402728,SRX5402729,SRX5402730,SRX5402731,SRX5402732,SRX5402733,SRX5402734,SRX5402735,SRX5402736,SRX5402737,SRX5402738,SRX5985672,SRX5985674,SRX5985676,SRX5985678,SRX747303,SRX747304
ce10	Histone	H3K79me1	1	SRX466550
ce10	Histone	H3K79me2	4	SRX466489,SRX466490,SRX466553,SRX466554
ce10	Histone	H3K79me3	5	SRX331340,SRX466457,SRX466458,SRX466557,SRX466558
ce10	Histone	H3K9ac	4	SRX059264,SRX059265,SRX529212,SRX529213
ce10	Histone	H3K9acS10ph	4	SRX331347,SRX331348,SRX466501,SRX466502
ce10	Histone	H3K9me1	4	SRX466561,SRX466562,SRX529224,SRX529225
ce10	Histone	H3K9me2	30	SRX2202775,SRX2202776,SRX4012474,SRX4012476,SRX4012478,SRX4012480,SRX466497,SRX466498,SRX466529,SRX466530,SRX5402739,SRX5402740,SRX5402741,SRX5402742,SRX5402743,SRX5402744,SRX5402745,SRX5402746,SRX5402747,SRX5402748,SRX5402749,SRX5402750,SRX5402751,SRX5402752,SRX5402753,SRX5402754,SRX958294,SRX958295,SRX958296,SRX958297
ce10	Histone	H3K9me3	106	SRX012298,SRX012300,SRX063958,SRX113600,SRX113601,SRX113602,SRX113603,SRX113604,SRX113605,SRX113606,SRX113607,SRX113608,SRX113609,SRX113610,SRX113611,SRX113616,SRX113617,SRX113618,SRX113619,SRX113620,SRX113621,SRX1388768,SRX1388769,SRX1388770,SRX1388771,SRX1388772,SRX1388773,SRX1388774,SRX1388775,SRX1388776,SRX1388777,SRX1388778,SRX1388779,SRX148637,SRX148638,SRX148639,SRX1674102,SRX2144165,SRX2144166,SRX2144167,SRX2144168,SRX2144169,SRX2144175,SRX2144176,SRX2144177,SRX2144178,SRX2144179,SRX2144190,SRX2144191,SRX2144192,SRX2144193,SRX2144194,SRX2350718,SRX2350719,SRX2350720,SRX2350721,SRX2350722,SRX2350723,SRX2350724,SRX2350725,SRX2599461,SRX2599462,SRX2761380,SRX2761381,SRX2761382,SRX2761383,SRX2761384,SRX2761385,SRX331335,SRX331336,SRX3583334,SRX3583335,SRX3583336,SRX3583337,SRX3583338,SRX3583339,SRX3583340,SRX3583341,SRX3583342,SRX3583343,SRX3942553,SRX3942554,SRX3942555,SRX4194184,SRX4194185,SRX4194186,SRX4194188,SRX4194190,SRX4194191,SRX466461,SRX466462,SRX466465,SRX466466,SRX466513,SRX466514,SRX494842,SRX494843,SRX5020743,SRX5020744,SRX5020745,SRX5020746,SRX5020747,SRX5064642,SRX554723,SRX554724,SRX554734
ce10	Histone	H4	5	SRX5020748,SRX5020749,SRX5020750,SRX5020751,SRX5020752
ce10	Histone	H4K16ac	9	SRX5020722,SRX5020723,SRX5020724,SRX5020725,SRX5020726,SRX514567,SRX514568,SRX514727,SRX514729
ce10	Histone	H4K20me1	32	SRX1299429,SRX172525,SRX172526,SRX172527,SRX331363,SRX331364,SRX494984,SRX494985,SRX5020755,SRX5020756,SRX5020757,SRX5020758,SRX982069,SRX982070,SRX982071,SRX982072,SRX982073,SRX982074,SRX982075,SRX982076,SRX982077,SRX982078,SRX982079,SRX982080,SRX982081,SRX982082,SRX982083,SRX982084,SRX982085,SRX982086,SRX982087,SRX982088
ce10	Histone	H4K8ac	4	SRX331351,SRX331352,SRX466533,SRX466534
ce10	Histone	H4tetraac	4	SRX059244,SRX059245,SRX747305,SRX747306
ce10	Histone	hcp-3	6	SRX246024,SRX246025,SRX246026,SRX246027,SRX246028,SRX246038
ce10	Histone	hcp-4	1	SRX246029
ce10	Histone	htz-1	11	SRX059237,SRX059238,SRX059239,SRX257671,SRX257672,SRX463082,SRX463083,SRX494992,SRX494993,SRX747301,SRX747302
ce10	Input control	Input control	896	ERX1485064,ERX1999207,ERX1999208,ERX1999209,SRX002674,SRX002676,SRX003826,SRX003827,SRX003828,SRX003829,SRX003831,SRX003833,SRX005627,SRX005630,SRX005633,SRX005636,SRX005638,SRX005640,SRX012296,SRX012299,SRX013986,SRX013987,SRX015095,SRX015097,SRX015099,SRX015101,SRX015103,SRX027097,SRX059220,SRX059221,SRX059222,SRX059236,SRX059266,SRX060162,SRX060164,SRX060165,SRX063961,SRX063962,SRX065622,SRX065623,SRX065626,SRX065627,SRX065630,SRX065631,SRX065634,SRX065635,SRX065638,SRX065639,SRX065642,SRX065643,SRX065646,SRX065647,SRX065650,SRX065651,SRX065654,SRX065655,SRX065658,SRX065659,SRX065662,SRX065663,SRX065675,SRX065676,SRX065679,SRX065680,SRX065683,SRX065684,SRX065687,SRX065688,SRX065691,SRX065692,SRX065695,SRX065696,SRX065699,SRX065700,SRX065703,SRX065704,SRX065707,SRX065708,SRX065711,SRX065712,SRX065715,SRX065716,SRX065719,SRX065720,SRX065723,SRX065724,SRX080060,SRX080062,SRX080064,SRX080066,SRX080069,SRX080071,SRX080073,SRX080075,SRX080077,SRX080079,SRX080081,SRX080083,SRX080086,SRX080089,SRX080091,SRX080093,SRX080095,SRX080097,SRX080099,SRX080101,SRX080103,SRX080105,SRX094474,SRX1007130,SRX1007134,SRX1010107,SRX1010109,SRX1030170,SRX1099842,SRX1132913,SRX1132914,SRX1132917,SRX1132920,SRX1132921,SRX118219,SRX118220,SRX118224,SRX118225,SRX120284,SRX120285,SRX1299430,SRX1353657,SRX1353658,SRX1353659,SRX1353660,SRX1353661,SRX1353662,SRX1388744,SRX1388745,SRX1388746,SRX1388747,SRX1388748,SRX1388749,SRX1388750,SRX1388751,SRX1388752,SRX1388753,SRX1388754,SRX1388755,SRX146413,SRX146414,SRX146417,SRX146418,SRX146421,SRX146422,SRX146458,SRX146459,SRX146462,SRX146463,SRX146466,SRX146467,SRX146487,SRX146488,SRX146498,SRX146499,SRX146502,SRX146503,SRX146508,SRX146509,SRX146510,SRX146511,SRX146514,SRX146515,SRX146518,SRX146519,SRX147611,SRX147612,SRX147615,SRX147616,SRX147619,SRX147620,SRX147623,SRX147624,SRX147627,SRX147628,SRX147631,SRX147632,SRX147635,SRX147636,SRX147639,SRX147640,SRX147643,SRX147644,SRX151400,SRX151401,SRX151404,SRX151405,SRX1674103,SRX1769998,SRX1769999,SRX188615,SRX188616,SRX188619,SRX188620,SRX2011718,SRX2011719,SRX2011720,SRX2011721,SRX2035135,SRX2035138,SRX208765,SRX208766,SRX212236,SRX2144185,SRX2144186,SRX2144187,SRX2144188,SRX2144189,SRX2163951,SRX2163952,SRX2202789,SRX2202790,SRX222632,SRX222633,SRX222636,SRX222637,SRX222640,SRX222641,SRX2228893,SRX2228894,SRX2228895,SRX2228896,SRX2228897,SRX2228898,SRX2228899,SRX2228900,SRX2228901,SRX2228902,SRX2228903,SRX2228904,SRX2228905,SRX2228906,SRX2228907,SRX2228908,SRX2228909,SRX2228910,SRX2228911,SRX2228912,SRX2228913,SRX2228914,SRX2228915,SRX2228916,SRX2228917,SRX2228918,SRX2249332,SRX2249333,SRX233415,SRX233416,SRX233439,SRX233440,SRX233443,SRX233444,SRX233447,SRX233448,SRX233451,SRX233452,SRX233455,SRX233456,SRX233459,SRX233460,SRX233693,SRX233694,SRX234910,SRX234911,SRX234914,SRX234915,SRX234918,SRX234919,SRX234922,SRX234923,SRX2350726,SRX2350727,SRX2350728,SRX2350729,SRX2350730,SRX2350731,SRX2350732,SRX2350733,SRX2350734,SRX2350735,SRX2350736,SRX2350737,SRX235166,SRX235167,SRX235170,SRX235171,SRX2576658,SRX2576659,SRX2576660,SRX2576661,SRX2576662,SRX2576663,SRX2576664,SRX2576665,SRX257689,SRX257690,SRX257691,SRX2761386,SRX2761387,SRX2761388,SRX2761389,SRX2761390,SRX2761391,SRX276905,SRX276906,SRX276909,SRX276910,SRX276913,SRX276914,SRX276917,SRX276918,SRX277020,SRX277021,SRX277024,SRX277025,SRX277028,SRX277029,SRX277033,SRX277034,SRX277037,SRX277038,SRX277041,SRX277042,SRX277045,SRX277046,SRX277049,SRX277050,SRX277053,SRX277054,SRX277057,SRX277058,SRX277061,SRX277062,SRX277065,SRX277066,SRX277069,SRX277070,SRX277073,SRX277074,SRX277077,SRX277078,SRX277082,SRX277083,SRX277086,SRX277087,SRX277090,SRX277091,SRX277094,SRX277095,SRX277098,SRX277099,SRX277102,SRX277103,SRX2985937,SRX2985938,SRX3058059,SRX3058060,SRX323676,SRX323679,SRX323681,SRX323685,SRX323687,SRX323691,SRX330987,SRX330988,SRX331041,SRX331043,SRX331045,SRX331047,SRX331049,SRX331051,SRX331053,SRX331055,SRX331057,SRX331059,SRX331061,SRX331063,SRX331065,SRX331067,SRX331069,SRX331071,SRX331073,SRX331075,SRX331077,SRX331079,SRX331081,SRX331083,SRX331085,SRX331087,SRX331089,SRX331091,SRX331093,SRX331095,SRX331097,SRX331099,SRX331101,SRX331103,SRX331105,SRX331107,SRX331109,SRX331111,SRX331113,SRX331115,SRX331117,SRX331119,SRX331121,SRX331123,SRX331125,SRX331127,SRX331129,SRX331131,SRX331133,SRX331135,SRX331137,SRX331139,SRX331141,SRX331143,SRX331145,SRX331147,SRX331149,SRX331151,SRX331153,SRX331155,SRX331157,SRX331159,SRX331161,SRX331163,SRX331167,SRX331169,SRX331171,SRX331173,SRX331175,SRX331177,SRX331179,SRX331181,SRX331185,SRX331187,SRX331189,SRX331191,SRX331193,SRX331195,SRX331197,SRX331199,SRX331201,SRX331203,SRX331205,SRX331207,SRX331209,SRX331211,SRX331213,SRX331215,SRX331217,SRX331219,SRX331221,SRX331223,SRX331225,SRX331227,SRX331229,SRX331231,SRX331233,SRX331235,SRX331237,SRX331239,SRX331241,SRX331243,SRX331245,SRX331247,SRX331249,SRX331251,SRX331253,SRX331255,SRX331257,SRX331259,SRX331261,SRX331263,SRX331265,SRX331267,SRX331269,SRX331271,SRX331273,SRX331275,SRX331277,SRX331279,SRX331281,SRX331283,SRX331285,SRX331287,SRX331289,SRX331291,SRX331293,SRX331295,SRX331297,SRX331299,SRX331301,SRX331303,SRX331305,SRX331307,SRX331309,SRX331311,SRX331313,SRX331315,SRX331317,SRX331319,SRX331321,SRX331323,SRX331325,SRX331327,SRX331329,SRX331331,SRX331333,SRX331334,SRX331337,SRX331338,SRX331341,SRX331342,SRX331345,SRX331346,SRX331349,SRX331350,SRX331353,SRX331354,SRX331357,SRX331358,SRX331359,SRX331360,SRX331361,SRX331362,SRX373272,SRX373273,SRX373274,SRX373275,SRX373276,SRX373278,SRX3923758,SRX3942559,SRX4012473,SRX4012475,SRX4012477,SRX4012479,SRX4194207,SRX4194208,SRX4194209,SRX4194210,SRX4194211,SRX4194212,SRX4200541,SRX4200542,SRX4200543,SRX4200544,SRX4200545,SRX4200546,SRX4419807,SRX4419809,SRX4419811,SRX4419813,SRX4419817,SRX4419819,SRX4419821,SRX4419823,SRX4419827,SRX4419829,SRX463080,SRX463081,SRX466455,SRX466456,SRX466459,SRX466460,SRX466463,SRX466464,SRX466467,SRX466468,SRX466471,SRX466472,SRX466475,SRX466476,SRX466479,SRX466480,SRX466483,SRX466484,SRX466487,SRX466488,SRX466491,SRX466492,SRX466495,SRX466496,SRX466499,SRX466500,SRX466503,SRX466504,SRX466507,SRX466508,SRX466511,SRX466512,SRX466515,SRX466516,SRX466523,SRX466524,SRX466527,SRX466528,SRX466531,SRX466532,SRX466535,SRX466536,SRX466539,SRX466540,SRX466543,SRX466544,SRX466547,SRX466551,SRX466552,SRX466555,SRX466556,SRX466559,SRX466560,SRX466563,SRX466564,SRX466567,SRX466569,SRX466570,SRX466573,SRX466574,SRX466577,SRX466578,SRX466581,SRX466582,SRX466585,SRX466586,SRX467091,SRX467093,SRX467178,SRX467180,SRX494841,SRX494844,SRX494845,SRX494848,SRX494849,SRX494852,SRX494853,SRX494856,SRX494857,SRX494860,SRX494862,SRX494863,SRX494865,SRX494866,SRX494869,SRX494871,SRX494872,SRX494875,SRX494876,SRX494878,SRX494879,SRX494882,SRX494883,SRX494886,SRX494888,SRX494890,SRX494891,SRX494894,SRX494895,SRX494898,SRX494899,SRX494902,SRX494903,SRX494906,SRX494907,SRX494910,SRX494911,SRX494914,SRX494915,SRX494918,SRX494919,SRX494922,SRX494924,SRX494925,SRX494927,SRX494955,SRX494958,SRX494983,SRX494986,SRX494987,SRX494990,SRX494991,SRX494994,SRX494995,SRX494997,SRX494998,SRX495001,SRX495005,SRX495006,SRX495009,SRX495010,SRX495013,SRX495014,SRX495017,SRX495018,SRX495021,SRX495022,SRX495025,SRX495026,SRX495029,SRX495030,SRX495033,SRX495034,SRX495037,SRX495038,SRX495041,SRX495042,SRX495045,SRX495046,SRX495049,SRX495050,SRX495053,SRX495054,SRX495057,SRX495058,SRX495061,SRX495062,SRX495065,SRX495066,SRX495069,SRX495070,SRX495073,SRX495074,SRX495077,SRX495078,SRX495081,SRX495082,SRX495085,SRX495086,SRX495089,SRX495090,SRX495093,SRX495094,SRX4996813,SRX4996814,SRX4996815,SRX4996816,SRX4996817,SRX4996818,SRX4996819,SRX4996820,SRX4996821,SRX5020753,SRX5020754,SRX5020796,SRX5020797,SRX5020798,SRX5020799,SRX5020800,SRX5020801,SRX5020802,SRX5020803,SRX5020804,SRX5020805,SRX5020806,SRX5020807,SRX5020808,SRX5020809,SRX5020810,SRX5020811,SRX5020812,SRX5020813,SRX5020814,SRX5020815,SRX5020816,SRX5020817,SRX5020818,SRX5020819,SRX5020820,SRX5020821,SRX5020822,SRX5020823,SRX5020824,SRX5020825,SRX5020826,SRX5020827,SRX5020828,SRX5020829,SRX5020830,SRX5020831,SRX5020832,SRX5020833,SRX5020834,SRX5020835,SRX5020836,SRX5020837,SRX5020838,SRX5020839,SRX5020840,SRX5020841,SRX5020842,SRX5020843,SRX5020844,SRX5020845,SRX5020846,SRX5020847,SRX5064641,SRX5064643,SRX5073496,SRX514569,SRX514570,SRX514728,SRX514730,SRX515118,SRX515119,SRX529206,SRX529207,SRX529210,SRX529211,SRX529214,SRX529215,SRX529218,SRX529219,SRX529222,SRX529223,SRX529226,SRX529227,SRX5402755,SRX5402756,SRX5402757,SRX5402758,SRX5402759,SRX5402760,SRX5402761,SRX5402762,SRX5402763,SRX5402764,SRX5402765,SRX5402766,SRX5402767,SRX5402768,SRX5402769,SRX5402770,SRX5402771,SRX5402772,SRX5402773,SRX5402774,SRX5545239,SRX5545242,SRX5545245,SRX5545247,SRX554715,SRX554719,SRX560679,SRX560680,SRX5709759,SRX5709760,SRX5709761,SRX5709765,SRX5709766,SRX5709767,SRX5729151,SRX5985665,SRX5985667,SRX5985669,SRX5985671,SRX5985673,SRX5985675,SRX5985677,SRX5985679,SRX7175089,SRX747307,SRX747308,SRX794055,SRX796307,SRX958298,SRX982089,SRX982090,SRX982091,SRX982092,SRX982093,SRX982094,SRX982095,SRX982096,SRX982097,SRX982098,SRX982099,SRX982100,SRX982101,SRX982102,SRX982103,SRX982104,SRX982105,SRX982106,SRX982107,SRX982108,SRX982109,SRX982110,SRX982111
ce10	No description	NA	68	ERX1270342,ERX1270343,ERX1270344,ERX1485062,ERX1485063,ERX1999199,ERX1999200,ERX1999201,ERX1999202,ERX1999203,ERX1999204,ERX1999205,ERX1999206,ERX1999210,ERX1999211,ERX1999212,ERX1999213,ERX1999214,ERX1999215,SRX1995023,SRX1995024,SRX1995035,SRX1995047,SRX1995058,SRX1995067,SRX1995068,SRX1995069,SRX216728,SRX216729,SRX216753,SRX216754,SRX216755,SRX216757,SRX216758,SRX216759,SRX216761,SRX216762,SRX216763,SRX216764,SRX278065,SRX278066,SRX278067,SRX278068,SRX278069,SRX278070,SRX278071,SRX278072,SRX2973381,SRX2973382,SRX2973383,SRX2973384,SRX2973385,SRX2973386,SRX2973387,SRX2973388,SRX2973389,SRX2973390,SRX2973394,SRX2973395,SRX2973396,SRX2973397,SRX2973398,SRX2973399,SRX4344417,SRX4344426,SRX4344456,SRX4344458,SRX4344460
ce10	RNA polymerase	RNA polymerase II	106	SRX003816,SRX003817,SRX003818,SRX003819,SRX003820,SRX003821,SRX003822,SRX003823,SRX003824,SRX003825,SRX005626,SRX005629,SRX005632,SRX005635,SRX005648,SRX005649,SRX005650,SRX005651,SRX043843,SRX043844,SRX043845,SRX043846,SRX043863,SRX043864,SRX043865,SRX043866,SRX043867,SRX043868,SRX043869,SRX043870,SRX043871,SRX043872,SRX043873,SRX043874,SRX043875,SRX043876,SRX043877,SRX043878,SRX043879,SRX043880,SRX043881,SRX043882,SRX043963,SRX043964,SRX043965,SRX043966,SRX043967,SRX043968,SRX043969,SRX043970,SRX1007131,SRX1007132,SRX1007133,SRX1007135,SRX1007136,SRX1007137,SRX1007138,SRX1010104,SRX1010106,SRX1010108,SRX1388756,SRX1388757,SRX1388758,SRX1388759,SRX1388760,SRX1388761,SRX1388762,SRX1388763,SRX1388764,SRX1388765,SRX1388766,SRX1388767,SRX1674090,SRX1674093,SRX1674094,SRX1674098,SRX1674099,SRX1674100,SRX1674101,SRX188613,SRX188614,SRX188617,SRX188618,SRX2144170,SRX2144171,SRX2144172,SRX2144173,SRX2144174,SRX2144180,SRX2144181,SRX2144182,SRX2144183,SRX2144184,SRX5020765,SRX5020766,SRX5020767,SRX5020768,SRX5020769,SRX5020770,SRX554716,SRX554717,SRX554718,SRX554720,SRX554721,SRX554722,SRX554735
ce10	RNA polymerase	RNA polymerase III	4	SRX331268,SRX331270,SRX395531,SRX395532
ce10	RNA polymerase	rpc-1	6	SRX059271,SRX059272,SRX208771,SRX208772,SRX208773,SRX208774
ce10	TFs and others	Adenine N6-methylation	1	SRX1030169
ce10	TFs and others	aha-1	4	SRX222634,SRX222635,SRX331042,SRX331044
ce10	TFs and others	alr-1	5	SRX054248,SRX054249,SRX054250,SRX054251,SRX054252
ce10	TFs and others	aly-2	6	SRX065709,SRX065710,SRX065717,SRX065718,SRX233445,SRX233446
ce10	TFs and others	ama-1	34	SRX005625,SRX005628,SRX1099836,SRX1099837,SRX1099838,SRX1099839,SRX1099840,SRX1099841,SRX1769986,SRX1769987,SRX1769988,SRX1769989,SRX1769994,SRX1769995,SRX1769996,SRX1769997,SRX2011722,SRX2011723,SRX2011724,SRX2011725,SRX208755,SRX208756,SRX257640,SRX257641,SRX341784,SRX341785,SRX341786,SRX341787,SRX495003,SRX495004,SRX495007,SRX495008,SRX5020763,SRX5020764
ce10	TFs and others	ash-2	4	SRX494916,SRX494917,SRX495091,SRX495092
ce10	TFs and others	atfs-1	1	SRX794054
ce10	TFs and others	blmp-1	6	SRX043991,SRX043992,SRX043993,SRX043994,SRX331278,SRX331280
ce10	TFs and others	C16A3.4	2	SRX222638,SRX222639
ce10	TFs and others	C34F6.9	2	SRX331074,SRX331076
ce10	TFs and others	capg-1	5	SRX257642,SRX257643,SRX257644,SRX5020761,SRX5020762
ce10	TFs and others	capg-2	5	SRX257645,SRX257646,SRX257647,SRX257648,SRX257649
ce10	TFs and others	cbp-1	7	SRX495015,SRX495016,SRX5020771,SRX5020772,SRX5020773,SRX5020774,SRX5020775
ce10	TFs and others	cec-3	10	SRX373265,SRX373266,SRX373267,SRX373268,SRX373269,SRX373270,SRX373271,SRX373277,SRX529216,SRX529217
ce10	TFs and others	ceh-16	2	SRX331078,SRX331080
ce10	TFs and others	ceh-28	4	SRX277067,SRX277068,SRX277071,SRX277072
ce10	TFs and others	ceh-30	4	SRX044003,SRX044004,SRX044005,SRX044006
ce10	TFs and others	ceh-39	2	SRX331198,SRX331200
ce10	TFs and others	ceh-82	6	SRX065701,SRX065702,SRX147645,SRX147646,SRX233441,SRX233442
ce10	TFs and others	ces-1	8	SRX065648,SRX065649,SRX118226,SRX118227,SRX146468,SRX146469,SRX331194,SRX331196
ce10	TFs and others	chd-3	3	SRX494870,SRX494880,SRX494881
ce10	TFs and others	coh-1	4	SRX466565,SRX466566,SRX495079,SRX495080
ce10	TFs and others	coh-3	4	SRX494892,SRX494893,SRX494912,SRX494913
ce10	TFs and others	daf-12	6	SRX065705,SRX065706,SRX065713,SRX065714,SRX146512,SRX146513
ce10	TFs and others	daf-16	3	SRX005631,SRX005634,SRX796306
ce10	TFs and others	dpl-1	15	SRX059256,SRX059257,SRX146423,SRX146424,SRX146464,SRX146465,SRX222642,SRX222643,SRX233417,SRX233418,SRX2576623,SRX2576624,SRX2576625,SRX331082,SRX331084
ce10	TFs and others	dpy-26	11	SRX257650,SRX257651,SRX257652,SRX257653,SRX257654,SRX257655,SRX257656,SRX495059,SRX495060,SRX495075,SRX495076
ce10	TFs and others	dpy-27	37	SRX063960,SRX094514,SRX094515,SRX212235,SRX2228862,SRX2228863,SRX2228864,SRX2228865,SRX2228878,SRX2228879,SRX2228880,SRX2228885,SRX2228886,SRX2228887,SRX2228888,SRX2228889,SRX2228890,SRX2228891,SRX2228892,SRX257657,SRX257658,SRX257659,SRX257660,SRX5020790,SRX5020791,SRX5545237,SRX5545240,SRX5545243,SRX982060,SRX982061,SRX982062,SRX982063,SRX982064,SRX982065,SRX982066,SRX982067,SRX982068
ce10	TFs and others	dpy-28	6	SRX257661,SRX257662,SRX257663,SRX257664,SRX495087,SRX495088
ce10	TFs and others	dpy-30	7	SRX2228857,SRX2228858,SRX2228859,SRX2228860,SRX2228861,SRX495011,SRX495012
ce10	TFs and others	dve-1	4	SRX331298,SRX331300,SRX331302,SRX331304
