id	tf_uniprot_id	tf_uniprot_ac	gene_names	species
EXP041844	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041843	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041840	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041839	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041838	P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	Saccharomyces cerevisiae
EXP041813	P09959	SWI6_YEAST	SWI6 YLR182W L9470.8	Saccharomyces cerevisiae
EXP041812	P09959	SWI6_YEAST	SWI6 YLR182W L9470.8	Saccharomyces cerevisiae
EXP041806	P25302	SWI4_YEAST	SWI4 ART1 YER111C	Saccharomyces cerevisiae
EXP041810	P53032	SUT1_YEAST	SUT1 YGL162W G1828	Saccharomyces cerevisiae
EXP041809	Q03125	NRG1_YEAST	NRG1 MSS1 YDR043C YD5112.01C	Saccharomyces cerevisiae
EXP041808	Q03125	NRG1_YEAST	NRG1 MSS1 YDR043C YD5112.01C	Saccharomyces cerevisiae
EXP041805	P38165	RTG3_YEAST	RTG3 YBL103C YBL0810	Saccharomyces cerevisiae
EXP041804	P38165	RTG3_YEAST	RTG3 YBL103C YBL0810	Saccharomyces cerevisiae
EXP041799	P38165	RTG3_YEAST	RTG3 YBL103C YBL0810	Saccharomyces cerevisiae
EXP041798	P38165	RTG3_YEAST	RTG3 YBL103C YBL0810	Saccharomyces cerevisiae
EXP041796	P03069	GCN4_YEAST	GCN4 AAS3 ARG9 YEL009C	Saccharomyces cerevisiae
EXP041795	P03069	GCN4_YEAST	GCN4 AAS3 ARG9 YEL009C	Saccharomyces cerevisiae
EXP041751	P47156	JHD2_YEAST	JHD2 YJR119C J2035	Saccharomyces cerevisiae
EXP041740	P09959	SWI6_YEAST	SWI6 YLR182W L9470.8	Saccharomyces cerevisiae
EXP041732	A0A023IRJ6	A0A023IRJ6_YEASX	ALKCYP	Saccharomyces cerevisiae
EXP041731	P23179	SPO11_YEAST	SPO11 YHL022C	Saccharomyces cerevisiae
EXP041728	Q12188	REC8_YEAST	REC8 SPO69 YPR007C LPZ7C	Saccharomyces cerevisiae
EXP041730	P23179	SPO11_YEAST	SPO11 YHL022C	Saccharomyces cerevisiae
EXP041729	P23179	SPO11_YEAST	SPO11 YHL022C	Saccharomyces cerevisiae
EXP041718	P15873	PCNA_YEAST	POL30 YBR088C YBR0811	Saccharomyces cerevisiae
EXP041719	P15873	PCNA_YEAST	POL30 YBR088C YBR0811	Saccharomyces cerevisiae
EXP041720	P15873	PCNA_YEAST	POL30 YBR088C YBR0811	Saccharomyces cerevisiae
EXP041722	P38630	RFC1_YEAST	RFC1 CDC44 YOR217W YOR50-7	Saccharomyces cerevisiae
EXP041717	P32354	MCM10_YEAST	MCM10 DNA43 YIL150C	Saccharomyces cerevisiae
EXP041716	P53091	MCM6_YEAST	MCM6 YGL201C	Saccharomyces cerevisiae
EXP041713	P53091	MCM6_YEAST	MCM6 YGL201C	Saccharomyces cerevisiae
EXP041626	Q03214	ECM5_YEAST	ECM5 YMR176W YM8010.06	Saccharomyces cerevisiae
EXP041625	Q03214	ECM5_YEAST	ECM5 YMR176W YM8010.06	Saccharomyces cerevisiae
EXP041622	P53127	SNT2_YEAST	SNT2 YGL131C G2850	Saccharomyces cerevisiae
EXP041592	P39520	IFH1_YEAST	IFH1 RRP3 YLR223C L8083.9	Saccharomyces cerevisiae
EXP041584	Q02100	SKO1_YEAST	SKO1 ACR1 YNL167C N1702	Saccharomyces cerevisiae
EXP041579	P32485	HOG1_YEAST	HOG1 SSK3 YLR113W L2931 L9354.2	Saccharomyces cerevisiae
EXP041576	P36012	CENPA_YEAST	CSE4 CSL2 YKL049C YKL262	Saccharomyces cerevisiae
EXP041573	P35201	CENPC_YEAST	MIF2 YKL089W	Saccharomyces cerevisiae
EXP041560	P07269	PHO2_YEAST	PHO2 BAS2 GRF10 YDL106C D2350	Saccharomyces cerevisiae
EXP041558	P07270	PHO4_YEAST	PHO4 YFR034C	Saccharomyces cerevisiae
EXP041565	A0A023IRJ6	A0A023IRJ6_YEASX	ALKCYP	Saccharomyces cerevisiae
EXP041541	Q9STM3	None	None	Arabidopsis thaliana
EXP041533	Q56WH4	HDT2_ARATH	HDT2 HD2 HD2B HDA4 At5g22650 MDJ22.7	Arabidopsis thaliana
EXP041518	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041516	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041515	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041512	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041511	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041510	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041509	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041508	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041504	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041506	O04379	AGO1_ARATH	AGO1 At1g48410 F11A17.3 T1N15.2	Arabidopsis thaliana
EXP041486	Q9SG86	None	None	Arabidopsis thaliana
EXP041487	Q9SG86	None	None	Arabidopsis thaliana
EXP041478	Q9C5T4	WRK18_ARATH	WRKY18 At4g31800 F28M20.10	Arabidopsis thaliana
EXP041480	Q9SAH7	None	None	Arabidopsis thaliana
EXP041470	Q8S8P5	WRK33_ARATH	WRKY33 At2g38470 T19C21.4	Arabidopsis thaliana
EXP041472	Q9C5T4	WRK18_ARATH	WRKY18 At4g31800 F28M20.10	Arabidopsis thaliana
EXP041474	Q9SAH7	None	None	Arabidopsis thaliana
EXP041471	Q9C5T4	WRK18_ARATH	WRKY18 At4g31800 F28M20.10	Arabidopsis thaliana
EXP041473	Q9SAH7	None	None	Arabidopsis thaliana
EXP041458	Q9LZU9	None	None	Arabidopsis thaliana
EXP041418	Q9M7Q2	None	None	Arabidopsis thaliana
EXP041419	P46897	ATHB7_ARATH	ATHB-7 At2g46680 T3A4.6	Arabidopsis thaliana
EXP041422	A0A178US99	A0A178US99_ARATH	At5g04760 AXX17_At5g04170	Arabidopsis thaliana
EXP041423	O22533	ZAT6_ARATH	ZAT6 CZF2 At5g04340 T19N18.70	Arabidopsis thaliana
EXP041424	O22533	ZAT6_ARATH	ZAT6 CZF2 At5g04340 T19N18.70	Arabidopsis thaliana
EXP041430	Q9FDW1	MYB44_ARATH	MYB44 MYBR1 At5g67300 K8K14.2	Arabidopsis thaliana
EXP041433	Q93VY3	NAC72_ARATH	NAC072 RD26 At4g27410 F27G19.10	Arabidopsis thaliana
EXP041434	Q93VY3	NAC72_ARATH	NAC072 RD26 At4g27410 F27G19.10	Arabidopsis thaliana
EXP041435	O82132	DRE2A_ARATH	DREB2A ERF045 At5g05410 K18I23.22	Arabidopsis thaliana
EXP041436	O82132	DRE2A_ARATH	DREB2A ERF045 At5g05410 K18I23.22	Arabidopsis thaliana
EXP041438	Q9S9K9	None	None	Arabidopsis thaliana
EXP041439	Q9C690	BH122_ARATH	BHLH122 EN70 At1g51140 F23H24.3	Arabidopsis thaliana
EXP041440	Q9C690	BH122_ARATH	BHLH122 EN70 At1g51140 F23H24.3	Arabidopsis thaliana
EXP041444	P42775	GBF2_ARATH	GBF2 BZIP54 At4g01120 F2N1.12	Arabidopsis thaliana
EXP041446	Q8LCG7	NFYC2_ARATH	NFYC2 HAP5B At1g56170 F14G9.21 T6H22.3	Arabidopsis thaliana
EXP041447	Q9CAR0	NAC32_ARATH	NAC032 NAC32 At1g77450 T5M16.4	Arabidopsis thaliana
EXP041448	Q9CAR0	NAC32_ARATH	NAC032 NAC32 At1g77450 T5M16.4	Arabidopsis thaliana
EXP041449	Q8H115	NA102_ARATH	NAC102 At5g63790 MBK5.27	Arabidopsis thaliana
EXP041450	Q8H115	NA102_ARATH	NAC102 At5g63790 MBK5.27	Arabidopsis thaliana
EXP041451	P42776	GBF3_ARATH	GBF3 BZIP55 At2g46270 T3F17.8	Arabidopsis thaliana
EXP041455	Q9FGJ3	NFYB2_ARATH	NFYB2 HAP3B At5g47640 MNJ7.23	Arabidopsis thaliana
EXP041456	Q9FGJ3	NFYB2_ARATH	NFYB2 HAP3B At5g47640 MNJ7.23	Arabidopsis thaliana
EXP041373	Q8W2F3	PIF4_ARATH	PIF4 BHLH9 EN102 SRL2 At2g43010 MFL8.13	Arabidopsis thaliana
EXP041372	Q96524	CRY2_ARATH	CRY2 PHH1 SEL20 At1g04400 F19P19.14	Arabidopsis thaliana
EXP041346	Q8H1P9	MB3R3_ARATH	MYB3R3 At3g09370 F3L24.24	Arabidopsis thaliana
EXP041340	Q9SQX9	None	None	Arabidopsis thaliana
EXP041341	Q9SQY0	None	None	Arabidopsis thaliana
EXP041343	Q8GUI6	JMJ14_ARATH	JMJ14 JMJ4 PKDM7B At4g20400 F9F13.50	Arabidopsis thaliana
EXP041323	Q9SUA1	None	None	Arabidopsis thaliana
EXP041321	Q9SUA1	None	None	Arabidopsis thaliana
EXP041317	Q9FNY0	E2FA_ARATH	E2FA E2F3 E2F4 At2g36010 F11F19.8	Arabidopsis thaliana
EXP041315	Q9ZPW3	None	None	Arabidopsis thaliana
EXP041307	Q9ZTX8	None	None	Arabidopsis thaliana
EXP041305	Q6S591	JAG_ARATH	JAG At1g68480 T26J14.5	Arabidopsis thaliana
EXP041303	Q9M0B9	None	None	Arabidopsis thaliana
EXP041301	Q93WK5	APRR7_ARATH	APRR7 At5g02810 F9G14_120	Arabidopsis thaliana
EXP041300	Q93WK5	APRR7_ARATH	APRR7 At5g02810 F9G14_120	Arabidopsis thaliana
EXP041297	Q9LY29	None	None	Arabidopsis thaliana
EXP041282	P35631	AP1_ARATH	AP1 AGL7 At1g69120 F4N2.9	Arabidopsis thaliana
EXP041285	O22456	SEP3_ARATH	SEP3 AGL9 At1g24260 F3I6.19	Arabidopsis thaliana
EXP041253	Q9XGM3	None	None	Arabidopsis thaliana
EXP041252	Q9XGM3	None	None	Arabidopsis thaliana
EXP041251	Q9XGM3	None	None	Arabidopsis thaliana
EXP041245	Q6LA42	APRR5_ARATH	APRR5 At5g24470 T31K7.5	Arabidopsis thaliana
EXP041236	Q9ZVD5	None	None	Arabidopsis thaliana
EXP041225	Q84LH8	PIF5_ARATH	PIF5 BHLH65 EN103 PIL6 At3g59060 F17J16.110	Arabidopsis thaliana
EXP041217	Q9SE43	None	None	Arabidopsis thaliana
EXP041216	Q9SE43	None	None	Arabidopsis thaliana
EXP041201	O13936	SPT5_SCHPO	spt5 SPAC23C4.19	Schizosaccharomyces pombe
EXP041200	O13936	SPT5_SCHPO	spt5 SPAC23C4.19	Schizosaccharomyces pombe
EXP041199	O13936	SPT5_SCHPO	spt5 SPAC23C4.19	Schizosaccharomyces pombe
EXP041198	O13936	SPT5_SCHPO	spt5 SPAC23C4.19	Schizosaccharomyces pombe
EXP041180	Q9UTE3	None	None	Schizosaccharomyces pombe
EXP041151	G2TRJ8	CMC4_SCHPO	cmc4 tam2 SPAC4F10.22	Schizosaccharomyces pombe
EXP041153	O74842	FFT2_SCHPO	fft2 SPCC1235.05c	Schizosaccharomyces pombe
EXP041155	O42861	FFT3_SCHPO	fft3 snf2SR SPAC25A8.01c	Schizosaccharomyces pombe
EXP041157	O14148	INO80_SCHPO	ino80 SPAC29B12.01	Schizosaccharomyces pombe
EXP041159	Q9UTN6	None	None	Schizosaccharomyces pombe
EXP041161	O94267	SPT16_SCHPO	spt16 SPBP8B7.19	Schizosaccharomyces pombe
EXP041152	O74842	FFT2_SCHPO	fft2 SPCC1235.05c	Schizosaccharomyces pombe
EXP041154	O42861	FFT3_SCHPO	fft3 snf2SR SPAC25A8.01c	Schizosaccharomyces pombe
EXP041156	O14148	INO80_SCHPO	ino80 SPAC29B12.01	Schizosaccharomyces pombe
EXP041160	O94267	SPT16_SCHPO	spt16 SPBP8B7.19	Schizosaccharomyces pombe
EXP041138	O42934	CHP2_SCHPO	chp2 SPBC16C6.10	Schizosaccharomyces pombe
EXP041141	P56523	CLR3_SCHPO	clr3 SPBC800.03	Schizosaccharomyces pombe
EXP041142	P56523	CLR3_SCHPO	clr3 SPBC800.03	Schizosaccharomyces pombe
EXP041143	P56523	CLR3_SCHPO	clr3 SPBC800.03	Schizosaccharomyces pombe
EXP041144	O60016	CLR4_SCHPO	clr4 kmt1 SPBC428.08c	Schizosaccharomyces pombe
EXP041145	O60016	CLR4_SCHPO	clr4 kmt1 SPBC428.08c	Schizosaccharomyces pombe
EXP041125	O13861	TCD_SCHPO	SPAC1A6.10 SPAC30D11.05c	Schizosaccharomyces pombe
EXP041121	Q9Y7Z8	None	None	Schizosaccharomyces pombe
EXP041098	Q96UP3	RIF1_SCHPO	rif1 SPAC6F6.17 SPAPJ736.01	Schizosaccharomyces pombe
EXP041085	P41003	SMC2_SCHPO	cut14 smc2 SPBP4H10.06c	Schizosaccharomyces pombe
EXP041087	Q9UTL5	None	None	Schizosaccharomyces pombe
EXP041065	Q9HDY7	None	None	Schizosaccharomyces pombe
EXP041064	Q9P802	None	None	Schizosaccharomyces pombe
EXP041044	O42858	SWD1_SCHPO	swd1 SPAC23H3.05c	Schizosaccharomyces pombe
EXP041043	O14026	SET2_SCHPO	set2 kmt3 SPAC29B12.02c	Schizosaccharomyces pombe
EXP041040	O14026	SET2_SCHPO	set2 kmt3 SPAC29B12.02c	Schizosaccharomyces pombe
EXP041028	O60104	MED7_SCHPO	med7 SPBC14F5.08	Schizosaccharomyces pombe
EXP041026	Q504I8	Q504I8_DANRE	tbx16	Danio rerio
EXP041019	Q6TEL1	Q6TEL1_DANRE	rad21a RAD21 rad21	Danio rerio
EXP041020	Q6JAA4	Q6JAA4_DANRE	ctcf	Danio rerio
EXP041009	Q90XD1	Q90XD1_DANRE	sox10	Danio rerio
EXP041001	P52160	MYCA_DANRE	myca cmyc myc	Danio rerio
EXP041000	Q8JIS6	TBX6_DANRE	tbx6 tbx24	Danio rerio
EXP040994	Q98TU2	Q98TU2_DANRE	eomesa eomes	Danio rerio
EXP040991	Q6PV84	Q6PV84_DANRE	zic3	Danio rerio
EXP040986	Q90270	PO5F1_DANRE	pou5f1 gp-9 pou-2 pou2	Danio rerio
EXP040983	Q05AJ3	Q05AJ3_DANRE	gata1a gata1	Danio rerio
EXP040980	A5JNG8	A5JNG8_DANRE	nanog hacp Nanog zgc:193933	Danio rerio
EXP040971	Q62318	TIF1B_MOUSE	Trim28 Kap1 Krip1 Tif1b	Mus musculus
EXP040967	Q6ISB3	GRHL2_HUMAN	GRHL2 BOM TFCP2L3	Homo sapiens
EXP040966	Q6ISB3	GRHL2_HUMAN	GRHL2 BOM TFCP2L3	Homo sapiens
EXP040965	Q6ISB3	GRHL2_HUMAN	GRHL2 BOM TFCP2L3	Homo sapiens
EXP040964	Q6ISB3	GRHL2_HUMAN	GRHL2 BOM TFCP2L3	Homo sapiens
EXP040963	Q6ISB3	GRHL2_HUMAN	GRHL2 BOM TFCP2L3	Homo sapiens
EXP040928	P24270	CATA_MOUSE	Cat Cas-1 Cas1	Mus musculus
EXP040927	P42230	STA5A_MOUSE	Stat5a Mgf Mpf	Mus musculus
EXP040920	Q15910	EZH2_HUMAN	EZH2 KMT6	Homo sapiens
EXP040922	Q05516	ZBT16_HUMAN	ZBTB16 PLZF ZNF145	Homo sapiens
EXP040915	Q961A1	Q961A1_DROME	Clamp CG1832	Drosophila melanogaster
EXP040916	Q08605	GAGA_DROME	Trl Adf-2 GAGA Nc70F TFGAGA CG33261	Drosophila melanogaster
EXP040917	P50536	MSL3_DROME	msl-3 CG8631	Drosophila melanogaster
EXP040912	Q961A1	Q961A1_DROME	Clamp CG1832	Drosophila melanogaster
EXP040910	Q08605	GAGA_DROME	Trl Adf-2 GAGA Nc70F TFGAGA CG33261	Drosophila melanogaster
EXP040896	P61956	SUMO2_HUMAN	SUMO2 SMT3B SMT3H2	Homo sapiens
EXP040897	P61956	SUMO2_HUMAN	SUMO2 SMT3B SMT3H2	Homo sapiens
EXP040880	Q9V6Q2	None	None	Drosophila melanogaster
EXP040879	Q9V6Q2	None	None	Drosophila melanogaster
EXP040876	Q9V6Q2	None	None	Drosophila melanogaster
EXP040875	Q9V6Q2	None	None	Drosophila melanogaster
EXP040858	P09079	HXB5_MOUSE	Hoxb5 Hox-2.1 Hoxb-5	Mus musculus
EXP040853	Q15796	SMAD2_HUMAN	SMAD2 MADH2 MADR2	Homo sapiens
EXP040854	Q15796	SMAD2_HUMAN	SMAD2 MADH2 MADR2	Homo sapiens
EXP040848	O70546	KDM6A_MOUSE	Kdm6a Utx	Mus musculus
EXP040849	Q61188	EZH2_MOUSE	Ezh2 Enx1h	Mus musculus
EXP040841	Q92922	SMRC1_HUMAN	SMARCC1 BAF155	Homo sapiens
EXP040842	Q01826	SATB1_HUMAN	SATB1	Homo sapiens
EXP040843	P08651	NFIC_HUMAN	NFIC NFI	Homo sapiens
EXP040838	Q38876	AGL8_ARATH	AGL8 FUL At5g60910 MSL3.3	Arabidopsis thaliana
EXP040835	P23769	GATA2_HUMAN	GATA2	Homo sapiens
EXP040828	Q6ZQ88	KDM1A_MOUSE	Kdm1a Aof2 Kiaa0601 Lsd1	Mus musculus
EXP040830	Q5DU09	ZN652_MOUSE	Znf652 Kiaa0924 Zfp652	Mus musculus
EXP040832	Q5DU09	ZN652_MOUSE	Znf652 Kiaa0924 Zfp652	Mus musculus
EXP040818	Q9ULG1	None	None	Homo sapiens
EXP040819	Q96EZ8	MCRS1_HUMAN	MCRS1 INO80Q MSP58	Homo sapiens
EXP040820	Q9Y265	None	None	Homo sapiens
EXP040821	Q9Y230	None	None	Homo sapiens
EXP040816	P19793	RXRA_HUMAN	RXRA NR2B1	Homo sapiens
EXP040815	P19793	RXRA_HUMAN	RXRA NR2B1	Homo sapiens
EXP040811	P15976	GATA1_HUMAN	GATA1 ERYF1 GF1	Homo sapiens
EXP040812	P17542	TAL1_HUMAN	TAL1 BHLHA17 SCL TCL5	Homo sapiens
EXP040810	P17542	TAL1_HUMAN	TAL1 BHLHA17 SCL TCL5	Homo sapiens
EXP040807	P15976	GATA1_HUMAN	GATA1 ERYF1 GF1	Homo sapiens
EXP040808	P17542	TAL1_HUMAN	TAL1 BHLHA17 SCL TCL5	Homo sapiens
EXP040799	P12755	SKI_HUMAN	SKI	Homo sapiens
EXP040800	Q01196	RUNX1_HUMAN	RUNX1 AML1 CBFA2	Homo sapiens
EXP040801	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP040802	P12755	SKI_HUMAN	SKI	Homo sapiens
EXP040770	G4SGI5	G4SGI5_CAEEL	oef-1 CELE_F49E8.2 F49E8.2	Caenorhabditis elegans
EXP040768	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040765	P35175	CYT1_MOUSE	Stfa1 Stf-1 Stf1	Mus musculus
EXP040733	Q12267	SMC4_YEAST	SMC4 YLR086W L9449.5	Saccharomyces cerevisiae
EXP040726	P42225	STAT1_MOUSE	Stat1	Mus musculus
EXP040725	P42228	STAT4_MOUSE	Stat4	Mus musculus
EXP040723	P42228	STAT4_MOUSE	Stat4	Mus musculus
EXP040722	P42228	STAT4_MOUSE	Stat4	Mus musculus
EXP040702	P23771	GATA3_HUMAN	GATA3	Homo sapiens
EXP040705	P23769	GATA2_HUMAN	GATA2	Homo sapiens
EXP040710	P05549	AP2A_HUMAN	TFAP2A AP2TF TFAP2	Homo sapiens
EXP040707	P23769	GATA2_HUMAN	GATA2	Homo sapiens
EXP040712	Q92754	AP2C_HUMAN	TFAP2C	Homo sapiens
EXP040703	P23771	GATA3_HUMAN	GATA3	Homo sapiens
EXP040704	P23771	GATA3_HUMAN	GATA3	Homo sapiens
EXP040706	P23769	GATA2_HUMAN	GATA2	Homo sapiens
EXP040709	P05549	AP2A_HUMAN	TFAP2A AP2TF TFAP2	Homo sapiens
EXP040708	P05549	AP2A_HUMAN	TFAP2A AP2TF TFAP2	Homo sapiens
EXP040711	Q92754	AP2C_HUMAN	TFAP2C	Homo sapiens
EXP040692	Q8I8V0	TAD2B_DROME	Ada2b Ada2S CG9638	Drosophila melanogaster
EXP040682	Q9UQE7	None	None	Homo sapiens
EXP040683	Q9UQE7	None	None	Homo sapiens
EXP040684	Q9UQE7	None	None	Homo sapiens
EXP040685	Q9UQE7	None	None	Homo sapiens
EXP040686	Q9UQE7	None	None	Homo sapiens
EXP040687	Q9UQE7	None	None	Homo sapiens
EXP040688	Q9UQE7	None	None	Homo sapiens
EXP040689	Q9UQE7	None	None	Homo sapiens
EXP040665	P10275	ANDR_HUMAN	AR DHTR NR3C4	Homo sapiens
EXP040666	P55317	FOXA1_HUMAN	FOXA1 HNF3A TCF3A	Homo sapiens
EXP040668	P06401	PRGR_HUMAN	PGR NR3C3	Homo sapiens
EXP040669	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040661	P10275	ANDR_HUMAN	AR DHTR NR3C4	Homo sapiens
EXP040662	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040660	P10275	ANDR_HUMAN	AR DHTR NR3C4	Homo sapiens
EXP040663	P03372	ESR1_HUMAN	ESR1 ESR NR3A1	Homo sapiens
EXP040664	P55317	FOXA1_HUMAN	FOXA1 HNF3A TCF3A	Homo sapiens
EXP040650	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP040648	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP040640	Q8VE65	TAF12_MOUSE	Taf12	Mus musculus
EXP040639	Q8VE65	TAF12_MOUSE	Taf12	Mus musculus
EXP040636	Q8VE65	TAF12_MOUSE	Taf12	Mus musculus
EXP040627	Q9ESU6	BRD4_MOUSE	Brd4 Mcap	Mus musculus
EXP040625	Q9ESU6	BRD4_MOUSE	Brd4 Mcap	Mus musculus
EXP040603	Q8VEK3	HNRPU_MOUSE	Hnrnpu Hnrpu	Mus musculus
EXP040602	Q8VEK3	HNRPU_MOUSE	Hnrnpu Hnrpu	Mus musculus
EXP040586	P53061	ZIP2_YEAST	ZIP2 YGL249W NRC704	Saccharomyces cerevisiae
EXP040588	P40511	SPO22_YEAST	SPO22 YIL073C	Saccharomyces cerevisiae
EXP040559	O95365	ZBT7A_HUMAN	ZBTB7A FBI1 LRF ZBTB7 ZNF857A	Homo sapiens
EXP040558	O95365	ZBT7A_HUMAN	ZBTB7A FBI1 LRF ZBTB7 ZNF857A	Homo sapiens
EXP040557	O95365	ZBT7A_HUMAN	ZBTB7A FBI1 LRF ZBTB7 ZNF857A	Homo sapiens
EXP040555	Q9H165	BC11A_HUMAN	BCL11A CTIP1 EVI9 KIAA1809 ZNF856	Homo sapiens
EXP040533	O60885	BRD4_HUMAN	BRD4 HUNK1	Homo sapiens
EXP040530	P26358	DNMT1_HUMAN	DNMT1 AIM CXXC9 DNMT	Homo sapiens
EXP040531	Q15910	EZH2_HUMAN	EZH2 KMT6	Homo sapiens
EXP040528	P26358	DNMT1_HUMAN	DNMT1 AIM CXXC9 DNMT	Homo sapiens
EXP040529	Q15910	EZH2_HUMAN	EZH2 KMT6	Homo sapiens
EXP040526	P26358	DNMT1_HUMAN	DNMT1 AIM CXXC9 DNMT	Homo sapiens
EXP040527	Q15910	EZH2_HUMAN	EZH2 KMT6	Homo sapiens
EXP040524	P26358	DNMT1_HUMAN	DNMT1 AIM CXXC9 DNMT	Homo sapiens
EXP040525	Q15910	EZH2_HUMAN	EZH2 KMT6	Homo sapiens
EXP040508	Q9ESU6	BRD4_MOUSE	Brd4 Mcap	Mus musculus
EXP040490	Q14406	CSHL_HUMAN	CSHL1 CSHP1 CSL	Homo sapiens
EXP040486	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040485	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040484	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040483	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040482	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040481	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040478	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040480	Q9Y462	None	None	Homo sapiens
EXP040477	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP040479	Q9Y462	None	None	Homo sapiens
EXP040468	P01108	MYC_MOUSE	Myc	Mus musculus
EXP040461	Q13772	NCOA4_HUMAN	NCOA4 ARA70 ELE1 RFG	Homo sapiens
EXP040449	Q9BYV9	BACH2_HUMAN	BACH2	Homo sapiens
EXP040447	O75626	PRDM1_HUMAN	PRDM1 BLIMP1	Homo sapiens
EXP040438	P42232	STA5B_MOUSE	Stat5b	Mus musculus
EXP040440	P42232	STA5B_MOUSE	Stat5b	Mus musculus
EXP040429	P52906	UNC30_CAEEL	unc-30 B0564.10	Caenorhabditis elegans
EXP040426	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040425	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040422	P29052	TF2B_DROME	TfIIB CG5193	Drosophila melanogaster
EXP040421	P29052	TF2B_DROME	TfIIB CG5193	Drosophila melanogaster
EXP040420	P29052	TF2B_DROME	TfIIB CG5193	Drosophila melanogaster
EXP040419	P29052	TF2B_DROME	TfIIB CG5193	Drosophila melanogaster
EXP040413	Q3V3W4	Q3V3W4_MOUSE	Zbtb2 Gm1103	Mus musculus
EXP040399	P97471	SMAD4_MOUSE	Smad4 Dpc4 Madh4	Mus musculus
EXP040398	P97471	SMAD4_MOUSE	Smad4 Dpc4 Madh4	Mus musculus
EXP040385	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040384	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040383	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040379	P51450	RORG_MOUSE	Rorc Nr1f3 Rorg Thor	Mus musculus
EXP040378	P51448	RORA_MOUSE	Rora Nr1f1 Rzra	Mus musculus
EXP040360	P27782	LEF1_MOUSE	Lef1 Lef-1	Mus musculus
EXP040352	Q15797	SMAD1_HUMAN	SMAD1 BSP1 MADH1 MADR1	Homo sapiens
EXP040351	Q15797	SMAD1_HUMAN	SMAD1 BSP1 MADH1 MADR1	Homo sapiens
EXP040332	Q06330	SUH_HUMAN	RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH	Homo sapiens
EXP040254	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040221	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040320	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040285	Q9NUA8	None	None	Homo sapiens
EXP040291	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040223	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040248	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040290	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040321	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040277	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040322	P05412	JUN_HUMAN	JUN	Homo sapiens
