ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
9093	Mus musculus	GSM904758	None	T Lymphocyte	Spleen	STAT5B	9093_sort_peaks.narrowPeak.bed
9095	Mus musculus	GSM904760	None	T Lymphocyte	Spleen	STAT5A	9095_sort_peaks.narrowPeak.bed
9096	Mus musculus	GSM904761	None	T Lymphocyte	Spleen	STAT5B	9096_sort_peaks.narrowPeak.bed
9098	Mus musculus	GSM904763	None	T Lymphocyte	Spleen	STAT5A	9098_sort_peaks.narrowPeak.bed
9099	Mus musculus	GSM904764	None	T Lymphocyte	Spleen	STAT5B	9099_sort_peaks.narrowPeak.bed
9101	Mus musculus	GSM904766	None	T Lymphocyte	Spleen	STAT5A	9101_sort_peaks.narrowPeak.bed
9102	Mus musculus	GSM904767	None	T Lymphocyte	Spleen	STAT5B	9102_sort_peaks.narrowPeak.bed
9103	Mus musculus	GSM916551	TSC	Trophoblast Stem Cell	Embryo	TEAD4	9103_sort_peaks.narrowPeak.bed
9144	Mus musculus	GSM774291	None	Erythroblast	Fetal Liver	SPI1	9144_sort_peaks.narrowPeak.bed
9145	Mus musculus	GSM774292	None	Erythroblast	Fetal Liver	SPI1	9145_sort_peaks.narrowPeak.bed
9146	Mus musculus	GSM774293	None	Erythroblast	Fetal Liver	SPI1	9146_sort_peaks.narrowPeak.bed
9147	Mus musculus	GSM774294	None	Thymocyte	None	SPI1	9147_sort_peaks.narrowPeak.bed
9148	Mus musculus	GSM774295	None	Erythroblast	Fetal Liver	GATA3	9148_sort_peaks.narrowPeak.bed
9149	Mus musculus	GSM774296	None	Erythroblast	Fetal Liver	GATA3	9149_sort_peaks.narrowPeak.bed
9150	Mus musculus	GSM774297	None	Thymocyte	None	GATA3	9150_sort_peaks.narrowPeak.bed
9151	Mus musculus	GSM878195	None	Epithelium	Prostate	NKX3-1	9151_sort_peaks.narrowPeak.bed
9157	Mus musculus	GSM878196	None	Epithelium	Prostate	NKX3-1	9157_sort_peaks.narrowPeak.bed
9158	Mus musculus	GSM878197	None	Epithelium	Prostate	NKX3-1	9158_sort_peaks.narrowPeak.bed
9159	Mus musculus	GSM878198	None	Epithelium	Prostate	NKX3-1	9159_sort_peaks.narrowPeak.bed
9160	Mus musculus	GSM878199	None	Epithelium	Prostate	NKX3-1	9160_sort_peaks.narrowPeak.bed
9164	Mus musculus	GSM801527	None	Dendritic Cell	None	KDM4D	9164_sort_peaks.narrowPeak.bed
9165	Mus musculus	GSM801528	None	Dendritic Cell	None	KDM4D	9165_sort_peaks.narrowPeak.bed
9166	Mus musculus	GSM801529	None	Dendritic Cell	None	KDM4A	9166_sort_peaks.narrowPeak.bed
9183	Mus musculus	GSM615619	None	Myoblast	Skeletal Muscle	PAX7	9183_sort_peaks.narrowPeak.bed
9184	Mus musculus	GSM615620	None	Myoblast	Skeletal Muscle	PAX3	9184_sort_peaks.narrowPeak.bed
9217	Mus musculus	GSM894053	None	None	Uterus	ESR1	9217_sort_peaks.narrowPeak.bed
9218	Mus musculus	GSM894054	None	None	Uterus	ESR1	9218_sort_peaks.narrowPeak.bed
9219	Mus musculus	GSM894055	None	None	Uterus	POLR2A	9219_sort_peaks.narrowPeak.bed
9220	Mus musculus	GSM894056	None	None	Uterus	POLR2A	9220_sort_peaks.narrowPeak.bed
9222	Mus musculus	GSM877317	None	B Lymphocyte	Spleen	EBF1	9222_sort_peaks.narrowPeak.bed
9241	Mus musculus	GSM611276	None	Myoblast	Skeletal Muscle	MYF5	9241_sort_peaks.narrowPeak.bed
9247	Mus musculus	GSM611277	None	Myoblast	Skeletal Muscle	MYOD1	9247_sort_peaks.narrowPeak.bed
9249	Mus musculus	GSM611278	None	Myoblast	Skeletal Muscle	MYOD1	9249_sort_peaks.narrowPeak.bed
9250	Mus musculus	GSM611279	None	Myoblast	Muscle	MYOD1	9250_sort_peaks.narrowPeak.bed
9251	Mus musculus	GSM611280	None	Fibroblast	Embryo	MYOD1	9251_sort_peaks.narrowPeak.bed
9258	Mus musculus	GSM937911	None	Myoblast	Skeletal Muscle	TCF7L1	9258_sort_peaks.narrowPeak.bed
9259	Mus musculus	GSM937912	None	Myoblast	Skeletal Muscle	HDAC1	9259_sort_peaks.narrowPeak.bed
9260	Mus musculus	GSM937913	None	Myoblast	Skeletal Muscle	HDAC2	9260_sort_peaks.narrowPeak.bed
9263	Mus musculus	GSM786030	E14	Embryonic Stem Cell	Embryo	EZH2	9263_sort_peaks.narrowPeak.bed
9264	Mus musculus	GSM786031	None	None	Brain	EZH2	9264_sort_peaks.narrowPeak.bed
9266	Mus musculus	GSM872893	G1ME	Megakaryocyte	Bone Marrow	GATA1	9266_sort_peaks.narrowPeak.bed
9267	Mus musculus	GSM872894	G1ME	Megakaryocyte	Bone Marrow	ZFPM1	9267_sort_peaks.narrowPeak.bed
9269	Mus musculus	GSM841708	None	Embryonic Stem Cell	Embryo	CTCF	9269_sort_peaks.narrowPeak.bed
9270	Mus musculus	GSM841709	None	Embryonic Stem Cell	Embryo	CTCFL	9270_sort_peaks.narrowPeak.bed
9271	Mus musculus	GSM841710	None	Embryonic Stem Cell	Embryo	CTCFL	9271_sort_peaks.narrowPeak.bed
9283	Mus musculus	GSM869782	None	None	Testis	DMC1	9283_sort_peaks.narrowPeak.bed
9289	Mus musculus	GSM869788	None	None	Testis	DMC1	9289_sort_peaks.narrowPeak.bed
9299	Mus musculus	GSM902929	None	B Lymphocyte	Spleen	TRIM28	9299_sort_peaks.narrowPeak.bed
9300	Mus musculus	GSM902930	None	B Lymphocyte	Spleen	TRIM28	9300_sort_peaks.narrowPeak.bed
9332	Mus musculus	GSM958501	V6.5	Embryonic Stem Cell	Embryo	H2AZ	9332_sort_peaks.narrowPeak.bed
9334	Mus musculus	GSM958503	V6.5	Embryonic Stem Cell	Embryo	TBP	9334_sort_peaks.narrowPeak.bed
9485	Mus musculus	GSM958504	V6.5	Embryonic Stem Cell	Embryo	POLR2A	9485_sort_peaks.narrowPeak.bed
9486	Mus musculus	GSM958505	None	Neural Progenitor Cell	Embryo	H2AZ	9486_sort_peaks.narrowPeak.bed
9487	Mus musculus	GSM958506	None	Neural Progenitor Cell	Embryo	H2AZ	9487_sort_peaks.narrowPeak.bed
9526	Mus musculus	GSM722692	None	Epithelium	Heart	CTCF	9526_sort_peaks.narrowPeak.bed
9529	Mus musculus	GSM722695	None	Epithelium	Heart	EP300	9529_sort_peaks.narrowPeak.bed
9530	Mus musculus	GSM722696	None	Epithelium	Heart	POLR2A	9530_sort_peaks.narrowPeak.bed
9532	Mus musculus	GSM722698	None	Epithelium	Kidney	CTCF	9532_sort_peaks.narrowPeak.bed
9535	Mus musculus	GSM722701	None	Epithelium	Kidney	EP300	9535_sort_peaks.narrowPeak.bed
9536	Mus musculus	GSM722702	None	Epithelium	Kidney	POLR2A	9536_sort_peaks.narrowPeak.bed
9538	Mus musculus	GSM722759	None	Epithelium	Liver	CTCF	9538_sort_peaks.narrowPeak.bed
9541	Mus musculus	GSM722762	None	Epithelium	Liver	EP300	9541_sort_peaks.narrowPeak.bed
9542	Mus musculus	GSM722763	None	Epithelium	Liver	POLR2A	9542_sort_peaks.narrowPeak.bed
9544	Mus musculus	GSM722859	None	Epithelium	Lung	CTCF	9544_sort_peaks.narrowPeak.bed
9547	Mus musculus	GSM722862	None	Epithelium	Lung	EP300	9547_sort_peaks.narrowPeak.bed
9548	Mus musculus	GSM722863	None	Epithelium	Lung	POLR2A	9548_sort_peaks.narrowPeak.bed
9550	Mus musculus	GSM722990	None	None	Spleen	CTCF	9550_sort_peaks.narrowPeak.bed
9553	Mus musculus	GSM722993	None	None	Spleen	POLR2A	9553_sort_peaks.narrowPeak.bed
9558	Mus musculus	GSM723004	None	Fibroblast	Embryo	CTCF	9558_sort_peaks.narrowPeak.bed
9637	Mus musculus	GSM665925	None	Macrophage	Bone Marrow	NCOR2	9637_sort_peaks.narrowPeak.bed
9638	Mus musculus	GSM665926	None	Macrophage	Bone Marrow	NCOR1	9638_sort_peaks.narrowPeak.bed
9639	Mus musculus	GSM665927	None	Macrophage	Bone Marrow	BCL6	9639_sort_peaks.narrowPeak.bed
9640	Mus musculus	GSM665928	None	Macrophage	Bone Marrow	BCL6	9640_sort_peaks.narrowPeak.bed
9937	Mus musculus	GSM881048	None	Dendritic Cell	Bone Marrow	AHR	9937_sort_peaks.narrowPeak.bed
9938	Mus musculus	GSM881049	None	Dendritic Cell	Bone Marrow	AHR	9938_sort_peaks.narrowPeak.bed
9939	Mus musculus	GSM881050	None	Dendritic Cell	Bone Marrow	AHR	9939_sort_peaks.narrowPeak.bed
9940	Mus musculus	GSM881051	None	Dendritic Cell	Bone Marrow	AHR	9940_sort_peaks.narrowPeak.bed
9941	Mus musculus	GSM881052	None	Dendritic Cell	Bone Marrow	CTCF	9941_sort_peaks.narrowPeak.bed
9942	Mus musculus	GSM881053	None	Dendritic Cell	Bone Marrow	CTCF	9942_sort_peaks.narrowPeak.bed
9943	Mus musculus	GSM881054	None	Dendritic Cell	Bone Marrow	CTCF	9943_sort_peaks.narrowPeak.bed
17451	Mus musculus	GSM722631	None	Cortex	None	CTCF	17451_sort_peaks.narrowPeak.bed
17455	Mus musculus	GSM722636	None	None	Bone Marrow	CTCF	17455_sort_peaks.narrowPeak.bed
17458	Mus musculus	GSM722639	None	None	Bone Marrow	POLR2A	17458_sort_peaks.narrowPeak.bed
17460	Mus musculus	GSM722663	None	None	Cerebellum	CTCF	17460_sort_peaks.narrowPeak.bed
17463	Mus musculus	GSM722666	None	None	Cerebellum	POLR2A	17463_sort_peaks.narrowPeak.bed
32775	Mus musculus	GSM838663	None	Neural Progenitor Cell	None	BMI1	32775_sort_peaks.narrowPeak.bed
32783	Mus musculus	GSM838665	None	Astrocyte	None	BMI1	32783_sort_peaks.narrowPeak.bed
32786	Mus musculus	GSM838664	None	Glioma Initiating Cell	None	BMI1	32786_sort_peaks.narrowPeak.bed
32787	Mus musculus	GSM838662	None	Neural Progenitor Cell	None	BMI1	32787_sort_peaks.narrowPeak.bed
32793	Mus musculus	GSM1036128	None	Epithelium	Limb Bud	SMC1A	32793_sort_peaks.narrowPeak.bed
32795	Mus musculus	GSM1036125	None	Epithelium	Limb Bud	CTCF	32795_sort_peaks.narrowPeak.bed
32796	Mus musculus	GSM1036133	None	Embryonic Cortex	Embryo	SMC1A	32796_sort_peaks.narrowPeak.bed
32797	Mus musculus	GSM1036113	None	Epithelium	Limb Bud	CTCF	32797_sort_peaks.narrowPeak.bed
32802	Mus musculus	GSM1036122	None	Epithelium	Limb Bud	CTCF	32802_sort_peaks.narrowPeak.bed
32804	Mus musculus	GSM1036119	None	Embryonic Cortex	Embryo	SMC1A	32804_sort_peaks.narrowPeak.bed
32806	Mus musculus	GSM1036127	None	Epithelium	Limb Bud	SMC1A	32806_sort_peaks.narrowPeak.bed
32810	Mus musculus	GSM1036124	None	Epithelium	Limb Bud	CTCF	32810_sort_peaks.narrowPeak.bed
32819	Mus musculus	GSM1036126	None	Epithelium	Limb Bud	CTCF	32819_sort_peaks.narrowPeak.bed
32822	Mus musculus	GSM1036123	None	Epithelium	Limb Bud	CTCF	32822_sort_peaks.narrowPeak.bed
32840	Mus musculus	GSM671099	None	Neural Progenitor Cell	None	REST	32840_sort_peaks.narrowPeak.bed
32841	Mus musculus	GSM671093	None	Embryonic Stem Cell	Embryo	REST	32841_sort_peaks.narrowPeak.bed
32842	Mus musculus	GSM671098	None	Neural Progenitor Cell	None	REST	32842_sort_peaks.narrowPeak.bed
32844	Mus musculus	GSM671095	None	Embryonic Stem Cell	Embryo	REST	32844_sort_peaks.narrowPeak.bed
32846	Mus musculus	GSM671094	None	Embryonic Stem Cell	Embryo	REST	32846_sort_peaks.narrowPeak.bed
32861	Mus musculus	GSM1094255	None	Fibroblast	None	CEBPB	32861_sort_peaks.narrowPeak.bed
32868	Mus musculus	GSM1094256	None	Fibroblast	None	ATF4	32868_sort_peaks.narrowPeak.bed
32870	Mus musculus	GSM1094254	None	Fibroblast	None	CEBPB	32870_sort_peaks.narrowPeak.bed
32887	Mus musculus	GSM936200	B3	B Lymphocyte	Blood	IKZF1	32887_sort_peaks.narrowPeak.bed
32892	Mus musculus	GSM936202	B3	B Lymphocyte	Blood	IKZF1	32892_sort_peaks.narrowPeak.bed
32895	Mus musculus	GSM936201	B3	B Lymphocyte	Blood	IKZF1	32895_sort_peaks.narrowPeak.bed
32897	Mus musculus	GSM1210225	None	T Lymphocyte	Spleen And Lymph Node	IRF4	32897_sort_peaks.narrowPeak.bed
32902	Mus musculus	GSM766455	V6.5	Embryonic Stem Cell	Embryo	SMC1A	32902_sort_peaks.narrowPeak.bed
32903	Mus musculus	GSM766451	V6.5	Embryonic Stem Cell	Embryo	TMPRSS4	32903_sort_peaks.narrowPeak.bed
32904	Mus musculus	GSM766450	V6.5	Embryonic Stem Cell	Embryo	TMPRSS4	32904_sort_peaks.narrowPeak.bed
32905	Mus musculus	GSM766452	V6.5	Embryonic Stem Cell	Embryo	TMPRSS4	32905_sort_peaks.narrowPeak.bed
32906	Mus musculus	GSM766454	V6.5	Embryonic Stem Cell	Embryo	SMC1A	32906_sort_peaks.narrowPeak.bed
32907	Mus musculus	GSM766453	V6.5	Embryonic Stem Cell	Embryo	TMPRSS4	32907_sort_peaks.narrowPeak.bed
32908	Mus musculus	GSM1064511	None	B Lymphocyte	Spleen	BRCA1	32908_sort_peaks.narrowPeak.bed
32909	Mus musculus	GSM1064505	None	B Lymphocyte	Spleen	RPA	32909_sort_peaks.narrowPeak.bed
32910	Mus musculus	GSM1064507	None	B Lymphocyte	Spleen	SMC5	32910_sort_peaks.narrowPeak.bed
32911	Mus musculus	GSM1064515	None	B Lymphocyte	Spleen	BRDU	32911_sort_peaks.narrowPeak.bed
32912	Mus musculus	GSM1064509	None	B Lymphocyte	Spleen	RPA	32912_sort_peaks.narrowPeak.bed
32913	Mus musculus	GSM1064498	None	B Lymphocyte	Spleen	H2AFX	32913_sort_peaks.narrowPeak.bed
32914	Mus musculus	GSM1064508	None	B Lymphocyte	Spleen	RPA	32914_sort_peaks.narrowPeak.bed
32915	Mus musculus	GSM1064512	None	B Lymphocyte	Spleen	SMC5	32915_sort_peaks.narrowPeak.bed
32916	Mus musculus	GSM1064501	None	B Lymphocyte	Spleen	BRCA1	32916_sort_peaks.narrowPeak.bed
32917	Mus musculus	GSM1064943	None	Cortical Neuron	None	POLR2A	32917_sort_peaks.narrowPeak.bed
32919	Mus musculus	GSM1064513	None	B Lymphocyte	Spleen	SMC5	32919_sort_peaks.narrowPeak.bed
32920	Mus musculus	GSM1064499	None	B Lymphocyte	Spleen	RPA	32920_sort_peaks.narrowPeak.bed
32921	Mus musculus	GSM1064510	None	B Lymphocyte	Spleen	BRCA1	32921_sort_peaks.narrowPeak.bed
32922	Mus musculus	GSM1064497	None	B Lymphocyte	Spleen	H2AFX	32922_sort_peaks.narrowPeak.bed
32923	Mus musculus	GSM1064500	None	B Lymphocyte	Spleen	RPA	32923_sort_peaks.narrowPeak.bed
32924	Mus musculus	GSM1064944	None	Cortical Neuron	None	POLR2A	32924_sort_peaks.narrowPeak.bed
32925	Mus musculus	GSM1064502	None	B Lymphocyte	Spleen	BRCA1	32925_sort_peaks.narrowPeak.bed
32926	Mus musculus	GSM1064506	None	B Lymphocyte	Spleen	BRCA1	32926_sort_peaks.narrowPeak.bed
32927	Mus musculus	GSM1064514	None	B Lymphocyte	Spleen	BRDU	32927_sort_peaks.narrowPeak.bed
32928	Mus musculus	GSM1064503	None	B Lymphocyte	Spleen	SMC5	32928_sort_peaks.narrowPeak.bed
32929	Mus musculus	GSM1064504	None	B Lymphocyte	Spleen	SMC5	32929_sort_peaks.narrowPeak.bed
32973	Mus musculus	GSM884978	None	Macrophage	Bone Marrow	FOXO3	32973_sort_peaks.narrowPeak.bed
32975	Mus musculus	GSM968709	Ainv15	Neural Progenitor Cell	Embryo	CDX2	32975_sort_peaks.narrowPeak.bed
32980	Mus musculus	GSM968717	HBG3	Embryonic Stem Cell	Embryo	POLR2A	32980_sort_peaks.narrowPeak.bed
32982	Mus musculus	GSM968710	Ainv15	Neural Progenitor Cell	Embryo	CDX2	32982_sort_peaks.narrowPeak.bed
32986	Mus musculus	GSM1030541	10T1/2	Fibroblast	Embryo	POLR2A	32986_sort_peaks.narrowPeak.bed
32987	Mus musculus	GSM1030545	10T1/2	Fibroblast	Embryo	TAF7L	32987_sort_peaks.narrowPeak.bed
32988	Mus musculus	GSM1030543	10T1/2	Fibroblast	Embryo	PPARG	32988_sort_peaks.narrowPeak.bed
32989	Mus musculus	GSM1030547	10T1/2	Fibroblast	Embryo	TBP	32989_sort_peaks.narrowPeak.bed
32991	Mus musculus	GSM1030548	10T1/2	Fibroblast	Embryo	TBP	32991_sort_peaks.narrowPeak.bed
32993	Mus musculus	GSM1030544	10T1/2	Fibroblast	Embryo	PPARG	32993_sort_peaks.narrowPeak.bed
32994	Mus musculus	GSM1030546	10T1/2	Fibroblast	Embryo	TAF7L	32994_sort_peaks.narrowPeak.bed
32995	Mus musculus	GSM1030542	10T1/2	Fibroblast	Embryo	POLR2A	32995_sort_peaks.narrowPeak.bed
33037	Mus musculus	GSM1024737	None	T Lymphocyte	Blood	STAT5A	33037_sort_peaks.narrowPeak.bed
33038	Mus musculus	GSM1106079	None	Embryonic Fibroblast	Embryo	SRSF1	33038_sort_peaks.narrowPeak.bed
33039	Mus musculus	GSM1106089	None	Embryonic Fibroblast	Embryo	POLR2A	33039_sort_peaks.narrowPeak.bed
33040	Mus musculus	GSM1106085	None	Embryonic Fibroblast	Embryo	POLR2A	33040_sort_peaks.narrowPeak.bed
33041	Mus musculus	GSM1106081	None	Embryonic Fibroblast	Embryo	SRSF2	33041_sort_peaks.narrowPeak.bed
33042	Mus musculus	GSM1106086	None	Embryonic Fibroblast	Embryo	POLR2A	33042_sort_peaks.narrowPeak.bed
33043	Mus musculus	GSM1106087	None	Embryonic Fibroblast	Embryo	POLR2A	33043_sort_peaks.narrowPeak.bed
33044	Mus musculus	GSM1106078	None	Embryonic Fibroblast	Embryo	SRSF1	33044_sort_peaks.narrowPeak.bed
33045	Mus musculus	GSM1106074	None	Embryonic Fibroblast	Embryo	SRSF1	33045_sort_peaks.narrowPeak.bed
33046	Mus musculus	GSM1106082	None	Embryonic Fibroblast	Embryo	POLR2A	33046_sort_peaks.narrowPeak.bed
33048	Mus musculus	GSM1106088	None	Embryonic Fibroblast	Embryo	POLR2A	33048_sort_peaks.narrowPeak.bed
33049	Mus musculus	GSM1106080	None	Embryonic Fibroblast	Embryo	SRSF2	33049_sort_peaks.narrowPeak.bed
33050	Mus musculus	GSM1106075	None	Embryonic Fibroblast	Embryo	SRSF2	33050_sort_peaks.narrowPeak.bed
33051	Mus musculus	GSM1106083	None	Embryonic Fibroblast	Embryo	POLR2A	33051_sort_peaks.narrowPeak.bed
33052	Mus musculus	GSM1106102	None	Embryonic Fibroblast	Embryo	HEXIM1	33052_sort_peaks.narrowPeak.bed
33053	Mus musculus	GSM1106090	None	Embryonic Fibroblast	Embryo	POLR2A	33053_sort_peaks.narrowPeak.bed
33054	Mus musculus	GSM1106101	None	Embryonic Fibroblast	Embryo	CDK9	33054_sort_peaks.narrowPeak.bed
33056	Mus musculus	GSM1106084	None	Embryonic Fibroblast	Embryo	POLR2A	33056_sort_peaks.narrowPeak.bed
33058	Mus musculus	GSM1133497	None	B Lymphocyte	None	SPI1	33058_sort_peaks.narrowPeak.bed
33061	Mus musculus	GSM1133700	None	Epithelium	Heart	POLR2A	33061_sort_peaks.narrowPeak.bed
33063	Mus musculus	GSM1133495	None	B Lymphocyte	None	IRF4	33063_sort_peaks.narrowPeak.bed
33064	Mus musculus	GSM1133697	None	Epithelium	Heart	BRD4	33064_sort_peaks.narrowPeak.bed
33065	Mus musculus	GSM1133491	None	B Lymphocyte	None	IRF4	33065_sort_peaks.narrowPeak.bed
33066	Mus musculus	GSM1133498	None	B Lymphocyte	None	SPI1	33066_sort_peaks.narrowPeak.bed
33068	Mus musculus	GSM1133698	None	Epithelium	Heart	POLR2A	33068_sort_peaks.narrowPeak.bed
33070	Mus musculus	GSM1133496	None	B Lymphocyte	None	IRF4	33070_sort_peaks.narrowPeak.bed
33072	Mus musculus	GSM1133699	None	Epithelium	Heart	POLR2A	33072_sort_peaks.narrowPeak.bed
33076	Mus musculus	GSM1133644	None	None	Thymus	TCF7	33076_sort_peaks.narrowPeak.bed
33078	Mus musculus	GSM1133493	None	B Lymphocyte	None	IRF4	33078_sort_peaks.narrowPeak.bed
33081	Mus musculus	GSM1133492	None	B Lymphocyte	None	IRF4	33081_sort_peaks.narrowPeak.bed
33083	Mus musculus	GSM1133494	None	B Lymphocyte	None	IRF4	33083_sort_peaks.narrowPeak.bed
33084	Mus musculus	GSM1133500	None	B Lymphocyte	None	SPI1	33084_sort_peaks.narrowPeak.bed
33087	Mus musculus	GSM957084	E14	Embryonic Stem Cell	Embryo	OGT	33087_sort_peaks.narrowPeak.bed
33088	Mus musculus	GSM950325	TOT2	Myeloid Progenitor Cell	None	IRF8	33088_sort_peaks.narrowPeak.bed
33091	Mus musculus	GSM950392	C2C12	Myoblast	Muscle	JUN	33091_sort_peaks.narrowPeak.bed
33093	Mus musculus	GSM950393	C2C12	Myoblast	Muscle	JUN	33093_sort_peaks.narrowPeak.bed
33103	Mus musculus	GSM892256	None	None	Telencephalon	ZNF335	33103_sort_peaks.narrowPeak.bed
33105	Mus musculus	GSM892257	None	None	Telencephalon	ZNF335	33105_sort_peaks.narrowPeak.bed
33107	Mus musculus	GSM892276	ZhBTc4	Embryonic Stem Cell	Embryo	POU5F1	33107_sort_peaks.narrowPeak.bed
33116	Mus musculus	GSM700784	None	Embryonic Stem Cell	Embryo	KDM5A	33116_sort_peaks.narrowPeak.bed
33117	Mus musculus	GSM700786	None	Embryonic Stem Cell	Embryo	KDM5A	33117_sort_peaks.narrowPeak.bed
33118	Mus musculus	GSM700785	None	Embryonic Stem Cell	Embryo	KDM5A	33118_sort_peaks.narrowPeak.bed
33119	Mus musculus	GSM873427	None	Embryonic Fibroblast	Embryo	ATF4	33119_sort_peaks.narrowPeak.bed
33120	Mus musculus	GSM873424	None	Embryonic Fibroblast	Embryo	DDIT3	33120_sort_peaks.narrowPeak.bed
33121	Mus musculus	GSM873425	None	Embryonic Fibroblast	Embryo	DDIT3	33121_sort_peaks.narrowPeak.bed
33122	Mus musculus	GSM873426	None	Embryonic Fibroblast	Embryo	ATF4	33122_sort_peaks.narrowPeak.bed
33230	Mus musculus	GSM898200	None	Hematopoietic Stem Cell	Bone Marrow	CBX7	33230_sort_peaks.narrowPeak.bed
33231	Mus musculus	GSM898201	None	Hematopoietic Stem Cell	Bone Marrow	CBX8	33231_sort_peaks.narrowPeak.bed
33232	Mus musculus	GSM994526	None	T Lymphocyte	Blood	EP300	33232_sort_peaks.narrowPeak.bed
33234	Mus musculus	GSM994532	None	T Lymphocyte	Blood	EP300	33234_sort_peaks.narrowPeak.bed
33235	Mus musculus	GSM994530	None	T Lymphocyte	Blood	EP300	33235_sort_peaks.narrowPeak.bed
33236	Mus musculus	GSM994520	None	T Lymphocyte	Blood	EP300	33236_sort_peaks.narrowPeak.bed
33237	Mus musculus	GSM994525	None	T Lymphocyte	Blood	EP300	33237_sort_peaks.narrowPeak.bed
33239	Mus musculus	GSM994529	None	T Lymphocyte	Blood	EP300	33239_sort_peaks.narrowPeak.bed
33240	Mus musculus	GSM994528	None	T Lymphocyte	Blood	STAT1	33240_sort_peaks.narrowPeak.bed
33241	Mus musculus	GSM994511	None	T Lymphocyte	Blood	EP300	33241_sort_peaks.narrowPeak.bed
33242	Mus musculus	GSM994508	None	T Lymphocyte	Blood	EP300	33242_sort_peaks.narrowPeak.bed
33243	Mus musculus	GSM994531	None	T Lymphocyte	Blood	EP300	33243_sort_peaks.narrowPeak.bed
33244	Mus musculus	GSM994510	None	T Lymphocyte	Blood	EP300	33244_sort_peaks.narrowPeak.bed
33246	Mus musculus	GSM994527	None	T Lymphocyte	Blood	EP300	33246_sort_peaks.narrowPeak.bed
33247	Mus musculus	GSM994523	None	T Lymphocyte	Blood	EP300	33247_sort_peaks.narrowPeak.bed
33248	Mus musculus	GSM994524	None	T Lymphocyte	Blood	EP300	33248_sort_peaks.narrowPeak.bed
33250	Mus musculus	GSM994516	None	T Lymphocyte	Blood	EP300	33250_sort_peaks.narrowPeak.bed
33251	Mus musculus	GSM994534	None	T Lymphocyte	Blood	EP300	33251_sort_peaks.narrowPeak.bed
33252	Mus musculus	GSM994509	None	T Lymphocyte	Blood	EP300	33252_sort_peaks.narrowPeak.bed
33256	Mus musculus	GSM994517	None	T Lymphocyte	Blood	EP300	33256_sort_peaks.narrowPeak.bed
33257	Mus musculus	GSM994522	None	T Lymphocyte	Blood	EP300	33257_sort_peaks.narrowPeak.bed
33258	Mus musculus	GSM994521	None	T Lymphocyte	Blood	EP300	33258_sort_peaks.narrowPeak.bed
33259	Mus musculus	GSM994533	None	T Lymphocyte	Blood	EP300	33259_sort_peaks.narrowPeak.bed
33262	Mus musculus	GSM1175357	3T3-L1	Preadipocyte	Adipose	PPARG	33262_sort_peaks.narrowPeak.bed
33264	Mus musculus	GSM1175358	3T3-L1	Preadipocyte	Adipose	SPI1	33264_sort_peaks.narrowPeak.bed
33266	Mus musculus	GSM1175356	3T3-L1	Preadipocyte	Adipose	PPARG	33266_sort_peaks.narrowPeak.bed
33267	Mus musculus	GSM1175114	None	Neural Progenitor Cell	None	FOXO3	33267_sort_peaks.narrowPeak.bed
33273	Mus musculus	GSM1175113	None	Neural Progenitor Cell	None	ASCL1	33273_sort_peaks.narrowPeak.bed
33306	Mus musculus	GSM897222	G1E-ER4	Erythroid Cell	None	GATA1	33306_sort_peaks.narrowPeak.bed
33307	Mus musculus	GSM897224	G1E-ER4	Erythroid Cell	None	GATA1	33307_sort_peaks.narrowPeak.bed
33368	Mus musculus	GSM1167210	None	None	Mouse Back Skin	LHX2	33368_sort_peaks.narrowPeak.bed
33369	Mus musculus	GSM1167214	None	None	Mouse Back Skin	LHX2	33369_sort_peaks.narrowPeak.bed
33372	Mus musculus	GSM1167212	None	None	Mouse Back Skin	LHX2	33372_sort_peaks.narrowPeak.bed
33378	Mus musculus	GSM1163129	None	Cardiomyocyte	None	POLR2A	33378_sort_peaks.narrowPeak.bed
33392	Mus musculus	GSM1163123	None	Embryonic Stem Cell	Embryo	POLR2A	33392_sort_peaks.narrowPeak.bed
33394	Mus musculus	GSM1163125	None	Mesodermal Cell	None	POLR2A	33394_sort_peaks.narrowPeak.bed
33400	Mus musculus	GSM1163126	None	Cardiac Precursors	None	POLR2A	33400_sort_peaks.narrowPeak.bed
33417	Mus musculus	GSM1163127	None	Cardiac Precursors	None	POLR2A	33417_sort_peaks.narrowPeak.bed
33419	Mus musculus	GSM1163124	None	Mesodermal Cell	None	POLR2A	33419_sort_peaks.narrowPeak.bed
33421	Mus musculus	GSM1163128	None	Cardiomyocyte	None	POLR2A	33421_sort_peaks.narrowPeak.bed
33442	Mus musculus	GSM1051275	None	None	Bone Marrow	TAL1	33442_sort_peaks.narrowPeak.bed
33443	Mus musculus	GSM1051276	None	None	Bone Marrow	GATA1	33443_sort_peaks.narrowPeak.bed
33444	Mus musculus	GSM1051274	None	None	Bone Marrow	LDB1	33444_sort_peaks.narrowPeak.bed
33461	Mus musculus	GSM773994	EML	Haematopoietic Progenitor Cell	Bone Marrow	TCF7	33461_sort_peaks.narrowPeak.bed
33464	Mus musculus	GSM773996	EML	Haematopoietic Progenitor Cell	Bone Marrow	RUNX1	33464_sort_peaks.narrowPeak.bed
